generator_force_scale,generator_rated_force_n,generator_spring_decouple,air_spring_reference_bar,air_spring_max_cc,air_spring_min_cc,exhaust_open_ms,load_fraction,frequency_hz,combustion_pressure_gain,burn_duration_ms,damping_n_s_m,score,net_efficiency,capture_fraction,max_bdc_mm,elec_per_spring,expansion_work_j,elec_energy_j,peak_pressure_bar,rgf,scavenge_efficiency,stable,energy_balance_valid
0.669917,5942.994217,0.343431,13.085789,50.810047,21.952828,8.156338,0.678198,74.172794,1.310108,1.551598,39.047714,0.066550,0.135871,0.204640,13.790,0.257997,440.71,84.78,85.3,0.011775,0.988225,0,1
0.613874,4140.957627,0.202667,12.391975,66.854705,44.223639,8.029143,0.921053,83.132997,1.315574,1.516630,37.693580,0.052608,0.095173,0.147895,17.857,0.189742,580.10,80.65,115.6,0.012138,0.987862,0,1
0.553021,5499.790341,0.080000,14.243891,66.380346,39.775148,8.365074,0.747252,90.261857,1.377841,2.399124,40.679828,0.057824,0.110973,0.167762,16.524,0.194257,483.78,76.29,91.8,0.014694,0.985306,0,1
0.577044,7510.258478,0.327867,17.136926,79.160116,28.379431,7.350000,0.838956,110.000000,1.517386,1.855847,32.913186,0.023780,0.036217,0.099536,9.725,0.107835,298.77,27.95,105.1,0.014639,0.985361,0,1
0.558515,6682.331304,0.245656,10.000000,53.170618,18.076396,8.274799,0.668985,107.046072,1.601938,2.349398,23.374761,0.075422,0.152830,0.211288,17.667,0.260627,473.60,94.06,80.4,0.014826,0.985174,0,1
0.306336,6678.126495,0.176703,14.458970,52.005424,47.193061,8.379009,0.871128,85.132048,1.669049,1.959825,23.515902,0.038931,0.059958,0.120425,18.151,0.133446,424.50,48.05,109.0,0.014571,0.985429,0,1
0.237350,7529.198575,0.240434,12.263095,82.000000,33.983160,8.044244,0.620000,104.474812,1.669413,2.299278,35.709034,0.021722,0.030868,0.084597,10.588,0.081322,221.41,17.61,78.0,0.017121,0.982879,0,1
0.521010,3704.866059,0.168503,12.129048,53.471934,36.009950,8.415856,0.725092,105.263623,1.525513,1.906486,28.591091,0.043194,0.066751,0.117507,21.304,0.116301,403.13,44.53,91.0,0.017094,0.982906,0,1
0.583134,7800.000000,0.181148,13.074395,78.295171,39.815922,7.830839,0.680277,86.479684,1.311367,1.757584,31.175341,0.079610,0.165773,0.236464,15.277,0.305364,466.76,103.75,85.5,0.013597,0.986403,0,1
0.250554,5428.684507,0.141790,13.022782,51.310977,44.670628,7.594532,0.782987,99.732305,1.275412,1.697775,38.879831,0.030408,0.035828,0.062468,21.776,0.062569,439.52,25.81,98.1,0.014677,0.985323,0,1
0.492823,6551.448378,0.137916,17.305303,51.469696,33.155715,8.119367,0.663143,104.370113,1.435470,2.054666,22.662097,0.071818,0.040552,0.120959,8.265,0.126477,217.59,24.74,83.4,0.014425,0.985575,1,1
0.657587,7800.000000,0.114625,15.898556,60.086234,29.481536,8.081478,0.631652,60.487803,1.714980,1.504693,25.003050,0.088853,0.192838,0.278055,11.683,0.385435,428.75,112.06,79.5,0.009402,0.990598,0,1
0.638635,4204.889453,0.088113,10.306133,68.632656,26.839194,8.435021,0.777065,82.490335,1.358588,1.724886,28.654761,0.044621,0.081095,0.166284,12.606,0.196999,370.90,57.97,97.4,0.016852,0.983148,0,1
0.310400,7179.614360,0.197119,12.554280,51.859670,31.249575,8.349686,0.899324,99.167323,1.613665,2.014484,35.395824,0.056209,0.097724,0.129122,23.399,0.143633,666.16,80.85,108.6,0.014746,0.985254,0,1
0.504257,2834.789543,0.107228,16.445211,77.736528,30.830161,8.142301,0.808469,97.364022,1.361220,1.300000,36.953029,0.036373,0.060030,0.075697,17.294,0.081242,627.49,44.65,106.9,0.013633,0.986367,0,1
0.455967,6141.568691,0.385671,15.618887,70.508817,37.621148,7.755178,0.879244,56.694766,1.250000,1.695815,31.717965,0.045986,0.082616,0.114439,17.193,0.130784,621.24,66.83,110.0,0.011703,0.988297,0,1
0.629994,5423.173404,0.380952,16.037271,54.189507,39.590189,8.086732,0.645130,81.749857,1.396095,2.113201,37.386512,0.027876,0.046532,0.168002,5.890,0.197312,174.88,27.62,81.8,0.014342,0.985658,0,1
0.552439,7659.569933,0.255283,10.370848,64.360714,45.556315,8.218396,0.651708,57.518135,1.699890,1.776457,20.025582,0.115346,0.248617,0.283413,21.181,0.397725,559.53,149.06,80.6,0.009301,0.990699,0,1
0.505893,4775.664222,0.285304,15.185458,52.084968,31.799545,7.983421,0.667982,89.932881,1.386376,2.325304,39.004252,0.092358,0.054161,0.105328,12.621,0.113209,336.17,33.28,84.0,0.015037,0.984963,1,1
0.525320,5747.303251,0.170372,15.596150,52.151479,24.755830,8.381394,0.915276,99.067941,1.697466,1.946932,26.620381,0.183319,0.125089,0.151381,19.531,0.176439,740.22,105.33,114.5,0.015026,0.984974,1,1
0.544383,6559.787474,0.277255,19.886308,80.185127,40.749305,7.720063,0.822231,50.245640,1.513874,2.158537,39.896968,0.048405,0.094857,0.153486,11.880,0.185123,497.34,71.76,103.0,0.011602,0.988398,0,1
0.616801,5836.786810,0.263409,13.354713,51.813907,35.887786,8.290187,0.877007,51.082029,1.645890,1.607634,30.746434,0.088874,0.180207,0.195551,24.058,0.248923,790.99,145.40,107.9,0.009288,0.990712,0,1
0.596692,7367.904070,0.207443,10.000000,73.478546,42.103251,7.783084,0.790014,100.563868,1.680517,2.381925,36.423785,0.073390,0.140646,0.204783,21.282,0.252304,531.04,102.22,89.0,0.012576,0.987424,0,1
0.509510,5922.950681,0.153693,10.000000,77.094118,36.315978,7.940752,0.771855,106.672120,1.659042,1.749172,29.169075,0.048886,0.082642,0.155997,19.053,0.161154,400.20,58.68,96.8,0.014698,0.985302,0,1
0.571862,6010.044430,0.125483,15.550555,73.273360,32.839935,7.593607,0.631245,58.522651,1.304037,1.834341,34.781662,0.031968,0.056974,0.160773,6.922,0.191453,218.94,33.09,79.4,0.011731,0.988269,0,1
0.518820,5212.795127,0.313309,10.920922,50.891912,32.590803,8.225020,0.633818,68.570860,1.491170,2.332228,35.341652,0.076187,0.153078,0.183830,20.423,0.226151,516.56,89.26,76.4,0.010009,0.989991,0,1
0.560665,5643.389813,0.222480,15.259156,56.118862,29.906541,7.916168,0.620000,86.161955,1.608075,1.850641,39.173207,0.048605,0.094327,0.153019,12.602,0.177507,374.06,53.80,80.8,0.013695,0.986305,0,1
0.619555,3991.428292,0.290198,19.094426,51.670586,43.105129,8.450000,0.719825,90.336699,1.717031,1.997650,25.035111,0.102761,0.063546,0.124868,11.915,0.134884,358.53,42.08,90.4,0.014405,0.985595,1,1
0.669668,7748.200438,0.336413,13.848061,56.075141,33.742024,7.583893,0.725693,101.699943,1.665463,1.300000,38.458948,0.221666,0.159522,0.239049,15.340,0.308498,473.97,106.50,91.1,0.012538,0.987462,1,1
0.390827,6294.952654,0.340093,14.255078,79.373873,20.189576,7.901840,0.946242,80.306939,1.649539,1.767794,30.323947,0.039708,0.068440,0.095524,16.567,0.105871,663.53,59.58,118.0,0.011668,0.988332,0,1
0.641336,7610.605571,0.266816,12.671450,52.527108,20.030136,8.229870,0.698450,93.836591,1.621555,2.236449,32.460253,0.069640,0.141114,0.243887,12.899,0.313686,395.53,90.68,87.7,0.014608,0.985392,0,1
0.716312,6283.403527,0.391707,17.575982,51.935098,19.368347,8.174961,0.705616,49.747300,1.502587,1.698085,39.368688,0.049034,0.097340,0.190750,8.966,0.239117,352.42,63.19,88.6,0.011590,0.988410,0,1
0.360581,5346.530473,0.301273,17.154972,80.070372,39.041377,8.048376,0.667028,50.068814,1.409659,1.811177,28.114755,0.043270,0.081456,0.106901,14.403,0.120330,497.45,49.99,83.8,0.009278,0.990722,0,1
0.583525,5347.312499,0.304929,19.435291,50.000000,28.995149,7.925163,0.620000,99.295269,1.608157,1.846727,29.162775,0.058058,0.032618,0.094170,6.940,0.100671,210.18,18.61,86.7,0.014444,0.985556,1,1
0.262173,5623.854334,0.234453,11.522052,52.922237,37.485074,8.014022,0.669071,82.106779,1.465073,2.320917,28.304191,0.035370,0.051680,0.085426,19.508,0.088179,396.15,31.81,84.1,0.014739,0.985261,0,1
0.425143,6003.550114,0.225073,18.090938,81.890360,31.904077,8.131054,0.689402,79.071656,1.453055,1.808269,39.542280,0.016829,0.024936,0.125516,3.691,0.143085,134.05,15.82,86.7,0.014266,0.985734,0,1
0.682174,4959.293718,0.235019,14.943764,55.896788,29.342416,8.300361,0.684529,79.220688,1.506649,1.918212,24.592930,0.071525,0.148333,0.194778,15.435,0.239281,510.21,93.42,87.1,0.009291,0.990709,0,1
0.709642,5163.697404,0.359754,10.000000,68.608864,48.000000,7.389272,0.775111,54.435654,1.669803,1.817752,32.439365,0.093479,0.188295,0.214415,25.000,0.290899,666.20,134.27,91.4,0.009319,0.990681,0,1
0.642640,5991.347662,0.266433,18.499720,65.034968,36.452320,8.073626,0.625275,44.805386,1.409541,2.220893,33.277045,0.032404,0.057230,0.198141,4.743,0.250365,176.76,32.92,78.7,0.011493,0.988507,0,1
0.353456,7599.501578,0.389240,21.245833,82.000000,35.373716,7.761690,0.862301,92.768627,1.409584,2.307590,39.909360,0.007400,0.007682,0.064498,2.783,0.068388,100.53,6.09,109.2,0.016720,0.983280,0,1
0.548037,7800.000000,0.253682,13.611603,66.012529,44.638809,7.883874,0.630364,46.152637,1.448732,1.300000,22.739561,0.056614,0.110318,0.252337,8.808,0.340871,269.72,63.98,79.3,0.013828,0.986172,0,1
0.609236,6544.572034,0.116309,15.004416,72.876269,20.871746,7.942791,0.656787,61.119314,1.263589,1.642413,18.000000,0.037525,0.067452,0.218547,5.559,0.278985,198.40,40.76,82.6,0.014107,0.985893,0,1
0.464378,7243.825063,0.080000,15.154067,57.367575,46.993728,7.427217,0.690359,61.145870,1.392535,1.631693,33.535862,0.058183,0.112585,0.163723,16.381,0.194823,464.63,71.51,86.7,0.009434,0.990566,0,1
0.394472,7285.377312,0.091006,10.022490,51.769696,24.346443,8.035184,0.627483,96.105679,1.581178,2.248073,27.102977,0.050818,0.091571,0.160935,16.798,0.178799,349.44,52.86,79.0,0.014606,0.985394,0,1
0.634508,5183.499973,0.308453,13.675275,56.322279,31.647150,7.819431,0.901773,80.270658,1.311662,1.353790,33.129444,0.071349,0.138660,0.158357,22.487,0.188798,772.81,115.04,112.8,0.013754,0.986246,0,1
0.616930,6683.405224,0.190094,12.108817,66.044543,39.197347,8.176058,0.786220,101.374805,1.549681,1.693693,38.628944,0.067986,0.129172,0.227466,18.179,0.262933,436.97,93.43,98.5,0.017048,0.982952,0,1
0.720000,7176.702692,0.102459,12.822698,57.696585,31.229360,7.626437,0.640435,99.026425,1.317759,2.293431,29.385451,0.082607,0.046004,0.166603,7.943,0.184709,173.08,27.11,80.6,0.014457,0.985543,1,1
0.685084,3634.271625,0.308511,12.583782,50.863069,38.194585,7.667899,0.752364,99.157468,1.394013,1.424000,33.405261,0.056903,0.101614,0.133109,22.149,0.150433,562.13,70.33,94.4,0.014913,0.985087,0,1
0.705402,5415.800950,0.262468,10.840125,62.470974,48.000000,8.262661,0.904259,73.614344,1.581805,1.869567,38.472857,0.311641,0.225801,0.248091,25.000,0.399812,805.50,187.85,104.7,0.009899,0.990101,1,1
0.606821,6421.405647,0.199689,10.003438,75.169099,40.264888,8.228086,0.843828,57.401015,1.591824,2.318348,28.742452,0.062473,0.119563,0.234513,13.827,0.312908,421.06,92.82,105.7,0.011667,0.988333,0,1
0.497989,6944.374017,0.311131,16.492606,63.264540,36.744453,7.947257,0.620000,75.471174,1.367086,1.300000,29.305942,0.063379,0.131255,0.190237,12.665,0.231944,418.67,74.87,79.5,0.009459,0.990541,0,1
0.695619,6597.014041,0.350704,13.975480,65.751359,21.391337,8.088544,0.638387,77.773137,1.554100,2.057261,33.402406,0.066577,0.137452,0.233041,11.023,0.301951,368.52,80.73,80.3,0.009430,0.990570,0,1
0.720000,3905.351811,0.321851,12.650653,56.553577,30.500502,8.153533,0.835568,52.442527,1.640237,1.802569,21.362809,0.040378,0.071573,0.138880,13.082,0.162988,421.45,55.02,104.6,0.011638,0.988362,0,1
0.373239,7800.000000,0.148386,12.974326,60.802679,41.788215,8.450000,0.950000,65.080722,1.737848,1.666979,26.595616,0.084836,0.168172,0.181450,25.000,0.242501,861.75,146.98,116.1,0.009349,0.990651,0,1
0.609466,6639.982315,0.118735,10.000000,50.000000,47.122543,8.277782,0.632387,42.572923,1.457071,1.752382,22.053347,0.064614,0.121455,0.314915,9.523,0.472942,238.71,70.66,79.6,0.013730,0.986270,0,1
0.583160,7313.537961,0.144232,13.781644,65.032979,38.124480,8.283806,0.881320,93.282566,1.397068,2.400000,39.441934,0.085137,0.174484,0.217254,20.141,0.277536,692.76,141.47,104.8,0.014689,0.985311,0,1
0.578794,4765.832012,0.328425,17.202691,50.000000,32.285237,8.424138,0.620000,45.574387,1.367101,1.947306,30.104712,0.057205,0.116411,0.156186,13.536,0.186597,452.28,66.40,78.0,0.009201,0.990799,0,1
0.693033,7274.256542,0.184534,12.989414,51.486149,25.834573,7.659808,0.931924,81.806020,1.638497,2.056149,28.808062,0.083362,0.168834,0.220644,20.212,0.281701,697.92,144.75,112.5,0.013672,0.986328,0,1
0.720000,6116.649676,0.120073,11.593833,50.000000,19.287006,8.317821,0.866496,99.571191,1.367072,1.856067,31.695657,0.274618,0.202369,0.240886,20.139,0.317509,712.46,161.32,105.8,0.015026,0.984974,1,1
0.236231,7489.252535,0.307225,13.888200,80.376649,22.251552,8.396188,0.681859,66.614119,1.552176,2.168289,31.269438,0.029227,0.049698,0.091791,11.210,0.101060,361.32,31.18,85.7,0.011810,0.988190,0,1
0.543637,4240.286190,0.358698,15.144469,53.360824,44.997186,8.078360,0.907121,47.202409,1.353459,1.468927,36.356292,0.037505,0.063173,0.117568,14.286,0.150162,477.05,52.72,113.5,0.011544,0.988456,0,1
0.657366,5743.827692,0.187679,15.004722,53.406944,36.750564,7.729870,0.748084,82.403508,1.510039,2.400000,41.603989,0.040188,0.071118,0.142694,12.859,0.164278,364.91,48.95,95.0,0.015036,0.984964,0,1
0.720000,5425.452122,0.098004,13.387735,53.833299,41.761887,8.320407,0.807635,50.947834,1.273123,1.546457,31.361183,0.103798,0.219234,0.243990,22.277,0.331468,710.25,162.90,100.3,0.009286,0.990714,0,1
0.683519,5725.823681,0.091895,17.633535,58.326905,25.544980,8.039771,0.620000,64.050015,1.735102,1.752793,25.704284,0.060515,0.125910,0.196119,10.809,0.242078,389.58,71.82,78.0,0.009440,0.990560,0,1
0.666477,5610.250977,0.403798,10.650616,68.192044,47.843366,7.494676,0.912945,53.578761,1.593555,2.355409,39.324252,0.074673,0.143073,0.199794,21.429,0.285979,639.85,120.17,113.9,0.011698,0.988302,0,1
0.584798,7075.600569,0.269363,11.081683,74.523901,43.766075,7.895186,0.658785,61.184289,1.709512,1.384049,36.722158,0.059363,0.114917,0.250224,10.570,0.338333,296.11,69.65,82.8,0.011734,0.988266,0,1
0.641928,7486.231451,0.121708,15.266892,50.000000,31.614227,8.423758,0.930990,110.000000,1.319256,1.443966,42.000000,0.097905,0.206811,0.245900,20.082,0.327003,766.34,177.14,116.4,0.014624,0.985376,0,1
0.581533,4817.233165,0.307863,12.820525,64.973610,23.516778,7.589721,0.758527,94.823499,1.574821,2.400000,38.481612,0.015747,0.020752,0.093954,6.382,0.098959,163.97,14.48,95.1,0.016842,0.983158,0,1
0.644015,5586.431191,0.296045,16.825597,64.544967,37.906636,7.557118,0.780362,67.011959,1.530826,1.698987,31.054847,0.020742,0.030664,0.156073,4.370,0.184361,150.06,22.01,97.8,0.014199,0.985801,0,1
0.403472,5723.567663,0.299940,15.619513,55.806713,24.738385,7.685339,0.639948,72.990756,1.409808,2.039318,27.805808,0.017680,0.026418,0.089047,6.569,0.095898,185.82,15.55,80.5,0.011905,0.988095,0,1
0.611497,6516.656122,0.080000,17.748296,52.507747,33.182080,8.196549,0.803148,110.000000,1.443012,1.885483,23.539000,0.058631,0.115617,0.170422,15.148,0.199254,533.28,85.43,100.6,0.014781,0.985219,0,1
0.720000,6059.631471,0.204528,15.504278,72.977622,42.310694,7.695909,0.792995,74.759806,1.639049,2.261978,42.000000,0.058635,0.114269,0.175775,15.340,0.212929,504.55,83.37,97.6,0.009575,0.990425,0,1
0.541454,5312.454883,0.311169,11.309314,79.780547,19.588496,8.246114,0.645523,78.589243,1.675568,1.847709,21.255006,0.041885,0.077732,0.150338,11.468,0.174383,326.67,46.16,81.2,0.011946,0.988054,0,1
0.568155,6791.273969,0.177658,17.848132,50.000000,33.251542,8.075638,0.620000,110.000000,1.501780,1.896234,22.371339,0.099345,0.063392,0.140295,9.246,0.155929,274.19,36.16,78.0,0.014826,0.985174,1,1
0.344589,5556.760013,0.370083,16.816589,52.480995,34.383988,8.205261,0.916860,58.272347,1.603883,1.574645,28.821410,0.045262,0.074010,0.082349,22.553,0.090358,806.48,62.43,114.7,0.009376,0.990624,0,1
0.672318,4989.615765,0.102992,18.682530,61.617091,40.238037,8.043801,0.765963,49.308423,1.396511,1.513933,18.359038,0.041782,0.079024,0.170525,9.206,0.207485,347.41,55.69,96.0,0.009266,0.990734,0,1
0.698517,2325.305535,0.305850,10.000000,59.345079,39.205020,8.152024,0.809322,60.162074,1.490939,1.953608,20.146255,0.059060,0.103319,0.112570,25.000,0.160484,727.00,76.93,95.0,0.009250,0.990750,0,1
0.602682,7800.000000,0.265520,16.391031,72.423174,33.190942,7.988646,0.636401,55.253400,1.250000,1.601082,22.615398,0.080127,0.172428,0.246814,11.819,0.328088,435.14,100.95,80.1,0.009345,0.990655,0,1
0.632446,3614.853754,0.081656,20.138240,63.001493,18.000000,8.101830,0.628035,99.237144,1.369730,2.071321,19.486081,0.041485,0.021004,0.064852,6.303,0.067183,199.07,12.14,81.5,0.014333,0.985667,1,1
0.549073,7747.688839,0.187933,12.677017,57.770632,28.721316,8.071530,0.620000,106.188120,1.716789,1.300000,24.158678,0.097454,0.055280,0.220718,7.511,0.237371,151.98,31.53,78.0,0.016866,0.983134,1,1
0.390995,6872.228332,0.214781,10.886959,82.000000,38.541990,8.087148,0.676619,93.245158,1.494799,2.320834,21.231970,0.058344,0.109904,0.150674,18.923,0.172340,483.04,68.41,82.6,0.014787,0.985213,0,1
0.709368,6982.704098,0.297481,15.366253,65.365771,38.675037,8.303596,0.783571,65.376311,1.510700,1.563389,21.685313,0.091161,0.194468,0.241545,16.975,0.317960,617.43,140.19,98.2,0.007052,0.992948,0,1
0.631733,3856.676356,0.295691,15.407812,54.589101,29.820093,7.495917,0.818458,81.890803,1.376531,1.927610,34.759649,0.030615,0.048242,0.090118,14.052,0.097920,428.82,36.33,102.5,0.011672,0.988328,0,1
0.657839,7294.925260,0.130479,11.387769,50.000000,18.000000,8.108637,0.950000,104.962443,1.574453,1.537473,25.311608,0.053381,0.097928,0.218633,13.237,0.265556,416.46,85.59,118.8,0.016941,0.983059,0,1
0.685435,4957.263870,0.241141,13.500900,60.586229,30.510067,8.160441,0.620000,84.096838,1.636870,1.745569,35.233657,0.073035,0.152302,0.206758,14.742,0.258595,446.99,86.87,78.3,0.013392,0.986608,0,1
0.253924,6764.779303,0.445678,10.000000,64.679595,27.908272,7.460415,0.620000,90.420921,1.525952,2.308213,38.908714,0.075309,0.035722,0.069824,15.543,0.072873,310.44,20.38,75.1,0.015054,0.984946,1,1
0.527166,6509.054035,0.209852,10.000000,65.992021,34.271837,8.146442,0.772696,80.267219,1.390478,2.400000,35.678876,0.252390,0.179443,0.215481,22.332,0.276086,629.78,127.56,87.5,0.015018,0.984982,1,1
0.687567,7018.973421,0.155627,13.855973,63.084528,39.636801,8.208983,0.895013,85.140206,1.456553,2.400000,40.443204,0.274270,0.200767,0.247358,20.243,0.330710,710.98,165.31,105.8,0.015020,0.984980,1,1
0.651460,7800.000000,0.392443,15.622276,64.293747,29.318479,7.833028,0.659420,58.949366,1.282179,1.822226,42.000000,0.032810,0.055446,0.217342,4.851,0.280217,164.64,33.64,82.9,0.011737,0.988263,0,1
0.720000,7199.395311,0.248471,12.150670,58.229513,27.256624,7.368204,0.894820,56.736595,1.542210,1.777627,35.713695,0.070950,0.141327,0.242487,14.417,0.328836,510.43,116.35,112.0,0.009368,0.990632,0,1
0.506796,4222.356447,0.287736,15.173404,50.344820,34.312938,7.940392,0.788315,86.779462,1.304895,2.400000,39.035868,0.089435,0.048481,0.093421,14.744,0.099803,400.40,35.16,98.8,0.014611,0.985389,1,1
0.684117,4931.641346,0.286459,10.000000,61.342260,48.000000,8.279895,0.858653,51.435443,1.640138,1.968430,37.559449,0.067043,0.127099,0.242803,14.286,0.411399,439.91,100.40,107.2,0.011574,0.988426,0,1
0.631003,6345.388911,0.432014,18.653262,51.249978,45.544704,8.163528,0.620000,102.252230,1.503925,1.827612,20.017417,0.046910,0.021284,0.154112,3.445,0.160164,83.81,12.14,78.0,0.016789,0.983211,1,1
0.645451,4601.074846,0.307670,15.289814,50.000000,48.000000,7.669459,0.857883,67.281875,1.345709,2.061055,42.000000,0.055590,0.101862,0.148301,19.042,0.175490,576.70,80.39,107.1,0.009323,0.990677,0,1
0.540209,5909.812419,0.158462,10.045456,75.592832,35.207980,8.197939,0.723571,103.932225,1.577266,2.047240,32.282066,0.040302,0.064499,0.165389,15.521,0.159472,276.18,42.94,90.8,0.016842,0.983158,0,1
0.659633,5531.966201,0.223449,10.129905,56.034015,31.229602,8.440164,0.752066,79.512695,1.353582,2.010539,35.175106,0.283208,0.206672,0.233776,22.748,0.308452,650.72,143.00,89.3,0.007520,0.992480,1,1
0.720000,7781.235131,0.203731,11.357478,54.153960,24.159534,7.819711,0.912083,96.466893,1.649918,1.316295,39.399513,0.109764,0.234084,0.277211,20.931,0.387219,753.80,196.42,114.1,0.013457,0.986543,0,1
0.646829,7800.000000,0.450000,12.143056,50.279566,48.000000,7.503595,0.681891,51.557625,1.632024,2.227883,39.526223,0.075416,0.150989,0.253977,15.196,0.344403,396.76,94.72,85.7,0.009316,0.990684,0,1
0.635357,5339.545802,0.210831,14.280899,50.000000,18.000000,8.197922,0.648366,82.748089,1.548843,2.356484,23.977830,0.056840,0.113614,0.171312,13.487,0.202686,420.85,67.77,81.5,0.013485,0.986515,0,1
0.555773,6941.014239,0.193840,12.122439,50.000000,33.962263,7.448055,0.620000,70.785730,1.504789,1.915953,21.440420,0.020253,0.027793,0.169775,4.287,0.197928,99.34,15.85,78.0,0.014291,0.985709,0,1
0.680096,5774.988631,0.125459,15.375868,50.000000,26.168271,8.450000,0.663358,110.000000,1.250000,1.494662,39.529486,0.212056,0.155976,0.218108,13.812,0.275156,464.29,95.19,83.4,0.014624,0.985376,1,1
0.364756,4686.147987,0.254504,13.449150,82.000000,26.502758,8.438941,0.709380,93.696619,1.727796,2.160844,41.322870,0.123685,0.077474,0.099289,16.936,0.109933,541.75,50.56,88.2,0.015023,0.984977,1,1
0.720000,7236.346760,0.327736,13.276632,79.966908,44.967950,7.763685,0.734033,83.381351,1.273665,1.845659,30.350915,0.048366,0.089243,0.224729,9.768,0.285725,285.29,60.27,92.1,0.012049,0.987951,0,1
0.496220,5426.395447,0.318184,12.725778,70.141745,33.457723,8.019998,0.620000,61.913817,1.429155,1.482541,34.904155,0.033230,0.058774,0.147798,8.700,0.173618,241.31,33.52,78.0,0.011759,0.988241,0,1
0.563088,5093.554451,0.237111,12.606094,56.591733,21.296678,7.373654,0.949464,101.208409,1.511477,2.207516,38.940109,0.017545,0.022225,0.084171,8.785,0.089973,245.36,19.41,120.1,0.016995,0.983005,0,1
0.494568,7160.359756,0.146842,17.136339,69.478676,36.388361,8.000995,0.677141,89.206466,1.319188,1.602181,32.105941,0.055468,0.111417,0.169934,12.716,0.200908,434.52,69.41,90.3,0.013678,0.986322,0,1
0.574308,6998.791457,0.151889,15.049713,57.901637,35.684965,8.115549,0.628237,61.507658,1.412774,1.384369,29.861806,0.036588,0.064195,0.221063,5.664,0.283237,178.55,37.10,79.1,0.011768,0.988232,0,1
0.664406,4314.865256,0.270197,13.364750,75.538302,23.246834,7.611600,0.939426,49.010480,1.477762,1.331875,32.035272,0.057359,0.107878,0.123941,20.121,0.146192,800.28,93.24,117.5,0.009264,0.990736,0,1
0.604608,6566.360603,0.294059,12.443572,65.802423,20.410927,7.984210,0.680126,42.942653,1.557051,2.246646,24.155717,0.078789,0.165921,0.211024,15.695,0.272999,523.38,103.82,83.0,0.009159,0.990841,0,1
0.501234,6962.556268,0.099303,11.648484,58.967052,30.186482,7.683812,0.691102,97.888942,1.555283,2.045915,24.777994,0.041004,0.070780,0.153912,13.647,0.169179,311.06,45.00,86.8,0.014751,0.985249,0,1
0.461272,6583.895532,0.245502,12.279702,67.717184,44.775266,8.450000,0.721228,68.497411,1.546190,2.024169,18.058550,0.057439,0.110167,0.185251,15.064,0.224916,419.78,73.10,90.5,0.011665,0.988335,0,1
0.720000,6858.821608,0.235596,12.893549,56.017562,31.845069,7.580054,0.871056,96.278461,1.307962,2.400000,36.135002,0.102276,0.057997,0.163650,11.889,0.185228,302.13,46.48,109.0,0.017075,0.982925,1,1
0.504336,6563.520062,0.280438,17.518655,51.248773,32.273246,7.965430,0.622251,106.904910,1.625744,2.049837,30.385868,0.048674,0.024738,0.109143,5.333,0.113449,138.04,14.16,78.3,0.014621,0.985379,1,1
0.558841,7800.000000,0.179483,17.409327,51.435134,43.531718,8.029127,0.697130,77.614270,1.352109,1.455554,26.637936,0.080202,0.169359,0.232536,14.618,0.298758,496.93,108.62,92.4,0.009384,0.990616,0,1
0.685869,6667.247084,0.349370,12.414453,53.022432,20.239853,8.149494,0.681440,48.552858,1.597799,2.081872,32.387769,0.063322,0.127911,0.226406,11.480,0.298408,376.80,80.19,85.6,0.009255,0.990745,0,1
0.711256,7599.201086,0.298440,10.742046,63.580440,46.989917,8.190978,0.950000,84.122111,1.601440,1.713658,24.386148,0.094254,0.185072,0.284576,22.053,0.433836,604.68,161.75,118.8,0.016956,0.983044,0,1
0.616285,6766.110391,0.355152,17.045686,69.952077,19.033445,8.450000,0.862980,102.234785,1.269724,1.687992,30.533451,0.060669,0.122005,0.160149,15.497,0.188243,643.45,96.86,111.3,0.011234,0.988766,0,1
0.530687,4137.537032,0.269589,20.042106,50.000000,43.622989,8.035982,0.699738,107.169037,1.724263,1.830994,24.759343,0.071374,0.039261,0.077681,11.331,0.080922,346.14,25.27,87.9,0.014849,0.985151,1,1
0.366215,5200.985860,0.151020,16.911729,70.954017,38.449077,8.379050,0.950000,59.786714,1.502490,1.662201,24.471765,0.048795,0.085329,0.097531,20.965,0.108881,813.46,74.58,118.8,0.009386,0.990614,0,1
0.475298,4083.590141,0.130153,17.625362,50.000000,35.026872,7.985695,0.696988,109.474957,1.415283,2.048276,38.506232,0.027819,0.010348,0.070347,4.606,0.065807,100.34,6.64,87.5,0.016756,0.983244,1,1
0.646362,5240.314476,0.201869,16.280998,57.130836,32.013331,7.983220,0.704739,71.666294,1.506423,2.154198,22.718082,0.054917,0.108152,0.159981,14.224,0.187694,466.29,70.12,88.5,0.009401,0.990599,0,1
0.610896,7800.000000,0.191332,18.852090,62.431714,39.508594,8.258726,0.859799,75.633206,1.422936,2.400000,39.524962,0.030487,0.050624,0.193492,5.689,0.240602,220.17,40.04,107.7,0.014316,0.985684,0,1
0.603493,7513.923034,0.161870,13.779217,76.203251,48.000000,7.684279,0.819248,88.230665,1.259455,1.801774,28.530110,0.075770,0.152054,0.207957,18.730,0.258400,586.27,114.60,102.6,0.015019,0.984981,0,1
0.720000,5439.795267,0.222400,10.000000,64.616038,36.930300,8.262996,0.796027,105.687443,1.620041,2.201714,24.268905,0.091774,0.185600,0.227606,23.424,0.288888,635.31,135.92,93.0,0.015045,0.984955,0,1
