generator_force_scale,generator_rated_force_n,generator_spring_decouple,air_spring_reference_bar,air_spring_max_cc,air_spring_min_cc,air_spring_expansion_gain,air_spring_compression_gain,generator_adaptive_profile,exhaust_open_ms,load_fraction,frequency_hz,combustion_pressure_gain,burn_duration_ms,damping_n_s_m,ignition_ms,compression_ratio,score,net_efficiency,capture_fraction,max_bdc_mm,elec_per_spring,expansion_work_j,elec_energy_j,peak_pressure_bar,rgf,scavenge_efficiency,stable,energy_balance_valid,spring_recovery,ke_power_fraction,unharvested_fraction
1.908284,3366.775621,0.299019,18.357632,50.651233,19.347089,0.696872,1.360402,0.378866,7.843393,0.630362,86.406619,1.576679,1.628008,20.206693,4.600000,13.500000,0.364185,0.276488,0.292347,17.334,0.966696,198.12,160.34,255.3,0.010254,0.989746,1,1,0.950000,0.181726,0.016161
0.890229,4473.748915,0.221824,13.871067,51.470764,20.916478,0.596248,1.399186,0.212962,8.012646,0.940019,88.397386,1.624429,1.493485,25.358936,4.600000,13.500000,0.162160,0.130067,0.159548,17.334,0.629106,517.03,112.48,255.5,0.015000,0.985000,1,1,0.950000,0.543427,0.032792
2.493781,1437.633503,0.304641,13.950274,32.912123,27.457327,0.878512,1.323624,0.175261,8.598214,0.904461,63.065473,1.642312,2.128656,12.585401,4.600000,13.500000,0.148726,0.104628,0.251527,17.334,0.316220,321.07,87.06,183.6,0.010011,0.989989,1,1,0.950000,0.355509,0.000000
2.301861,2804.492740,0.248818,17.024737,29.527315,30.341764,0.709005,1.065656,0.971949,8.264739,0.916536,89.497545,1.388801,1.981335,14.215487,4.600000,13.500000,0.076000,0.000000,0.000000,17.334,0.000000,258.31,0.00,370.1,0.013937,0.986063,1,1,0.950000,0.000000,0.000000
1.191654,1430.938810,0.424918,21.740540,46.081296,21.987885,0.621522,1.363334,0.380219,8.538854,0.773365,63.313755,1.648891,1.369908,11.860193,4.600000,13.500000,0.080484,0.068207,0.071932,17.334,0.169379,377.99,48.53,286.0,0.008142,0.991858,1,1,0.950000,0.458498,0.067662
1.973877,1842.439110,0.230186,18.384130,50.335540,18.579208,0.944511,1.070527,0.792035,8.715014,0.830179,89.381263,1.588066,2.128656,28.417983,4.600000,13.500000,0.144419,0.093322,0.119337,17.334,0.177624,456.62,71.28,227.7,0.012161,0.987839,1,1,0.950000,0.226936,0.003166
2.099924,1766.022609,0.412220,18.173358,30.269837,13.714704,0.584128,1.373697,0.316258,7.556222,0.692713,72.614097,1.669901,2.128656,16.856913,4.600000,13.500000,0.198231,0.163083,0.194322,17.334,0.483942,381.01,103.93,217.1,0.006285,0.993715,1,1,0.950000,0.377958,0.036190
1.121620,3937.912982,0.303638,12.166694,35.966370,13.399164,0.708053,1.263751,0.838536,8.667569,0.780509,61.571414,1.707328,1.618367,11.392891,4.600000,13.500000,0.148871,0.121496,0.152778,17.334,0.784141,245.31,87.24,315.4,0.010113,0.989887,1,1,0.950000,0.469063,0.048887
0.476373,1486.898864,0.181036,19.093446,43.534023,21.933093,0.608055,1.245914,0.481845,7.566706,0.808208,57.437691,1.681022,2.128656,20.235944,4.600000,13.500000,0.033399,0.026928,0.034419,17.334,0.091906,444.54,20.02,229.8,0.007952,0.992048,1,1,0.950000,0.538751,0.054791
0.532165,1886.510289,0.093454,13.053782,38.220552,12.530641,0.600943,1.198725,0.094834,7.525614,0.721350,66.454360,1.470913,1.785278,26.089026,4.600000,13.500000,0.053429,0.042965,0.053916,17.334,0.148820,396.76,28.51,201.7,0.008230,0.991770,1,1,0.950000,0.530160,0.045974
