generator_force_scale,generator_rated_force_n,generator_spring_decouple,air_spring_reference_bar,air_spring_max_cc,air_spring_min_cc,exhaust_open_ms,load_fraction,frequency_hz,combustion_pressure_gain,burn_duration_ms,damping_n_s_m,score,net_efficiency,capture_fraction,max_bdc_mm,elec_per_spring,expansion_work_j,elec_energy_j,peak_pressure_bar,rgf,scavenge_efficiency,stable,energy_balance_valid
0.182176,7238.897813,0.427178,19.268406,73.732480,30.243525,7.851470,0.638389,69.699939,1.476113,1.316470,28.098832,0.010248,0.013467,0.057260,4.417,0.059947,146.95,7.91,80.3,0.011848,0.988152,0,1
0.657056,4265.831677,0.095126,11.376036,59.149430,32.309720,7.669872,0.838022,50.170497,1.278526,1.970009,29.152230,0.080851,0.160673,0.177717,23.617,0.221952,741.53,123.88,99.2,0.009282,0.990718,0,1
0.475548,2710.060588,0.422258,21.663203,60.029801,21.617751,8.072404,0.739830,49.543868,1.385935,1.932669,33.004356,0.023670,0.036221,0.050185,12.633,0.053114,522.62,24.65,92.8,0.009270,0.990730,0,1
0.563374,6410.527271,0.442950,22.843191,76.541865,30.694615,7.560224,0.824438,44.978888,1.522798,1.338638,35.856924,0.033374,0.062223,0.120524,8.962,0.139104,416.57,47.19,103.3,0.009198,0.990802,0,1
0.674718,5938.404157,0.132174,18.458088,72.180025,25.914774,7.626523,0.900291,73.859917,1.538348,2.252514,33.972943,0.025441,0.041791,0.124820,7.607,0.142480,295.01,34.61,112.6,0.011898,0.988102,0,1
0.273912,4628.637436,0.089299,17.937484,76.006109,39.726529,7.384195,0.898404,66.556341,1.509393,1.696553,33.153542,0.022648,0.029199,0.048628,14.784,0.051244,527.97,24.13,112.4,0.011833,0.988167,0,1
0.588811,7094.801287,0.279737,11.686022,51.993457,42.779199,7.781068,0.694216,66.680903,1.505860,1.876659,34.851647,0.102198,0.214797,0.260227,21.116,0.353671,560.83,137.19,85.6,0.009251,0.990749,0,1
0.587537,3348.972138,0.194540,17.508107,71.993834,30.646049,8.065576,0.738441,82.915787,1.629416,2.041786,20.330470,0.024228,0.039068,0.084833,9.870,0.090690,332.84,26.54,93.6,0.011698,0.988302,0,1
0.271847,7635.328502,0.331673,23.152131,71.420539,31.164445,7.969884,0.805476,55.298910,1.365041,2.099040,20.671149,0.026810,0.044723,0.073550,11.407,0.079500,479.36,33.14,100.9,0.009345,0.990655,0,1
0.419746,2718.871325,0.293803,18.179177,80.351826,43.394563,7.740665,0.685662,88.172028,1.739488,1.820179,19.811534,0.005274,0.004690,0.036705,2.982,0.036926,85.74,2.96,90.4,0.016579,0.983421,0,1
0.441509,3092.706219,0.250356,19.375249,71.270293,26.699449,7.405758,0.620426,56.253112,1.586621,2.130955,39.843730,-0.050000,0.000000,0.000000,0.000,0.000000,0.00,0.00,78.1,0.009358,0.990642,0,1
0.643451,2670.773196,0.291637,19.804470,64.018956,25.059583,8.075205,0.866401,42.173254,1.374791,2.057757,30.633375,0.024315,0.038818,0.071419,10.889,0.078996,460.89,30.94,108.5,0.011430,0.988570,0,1
0.188909,4714.451392,0.122265,22.161435,56.344145,44.680304,8.061978,0.908628,42.518595,1.613139,1.985406,29.886566,0.025457,0.033515,0.045080,16.848,0.047959,661.15,28.02,113.7,0.011438,0.988562,0,1
0.372986,5978.715173,0.117590,18.999659,58.850792,31.438555,8.180753,0.871928,64.991140,1.478506,2.152716,28.370094,0.036994,0.065408,0.104831,13.604,0.117377,532.46,52.47,109.1,0.011776,0.988224,0,1
0.510482,4550.433134,0.433192,16.542061,70.218420,23.382787,8.051779,0.897252,42.003454,1.394453,1.423009,32.790147,0.046073,0.086550,0.073966,17.935,0.082522,1027.56,71.44,112.3,0.009141,0.990859,0,1
0.413458,3193.415352,0.274292,17.825232,74.002784,28.199363,8.422910,0.765558,49.345308,1.271181,1.945410,18.121183,0.013528,0.018582,0.060959,6.291,0.065254,228.40,13.09,96.0,0.011582,0.988418,0,1
0.673865,5576.113621,0.201663,13.417743,52.441628,20.334286,8.142566,0.661844,74.633842,1.579231,1.734632,40.319925,0.079702,0.168830,0.221977,14.821,0.287185,492.67,102.80,83.2,0.009446,0.990554,0,1
0.394754,5991.048179,0.351018,23.014859,66.927440,33.236305,8.141037,0.801627,58.286593,1.456557,1.828130,21.513093,0.038466,0.071634,0.100125,12.913,0.110841,561.32,52.83,100.5,0.009377,0.990623,0,1
0.578824,5547.825497,0.242282,17.166843,77.704678,39.138544,7.417331,0.678535,83.802838,1.327995,2.336263,23.319833,-0.050000,0.000000,0.000000,0.000,0.000000,0.00,0.00,86.8,0.014038,0.985962,0,1
0.328025,2539.822096,0.225664,15.608577,72.383125,41.653544,7.680125,0.806895,44.629516,1.430290,1.652688,29.948695,0.032054,0.043778,0.049523,20.858,0.053202,698.11,32.50,101.1,0.009192,0.990808,0,1
0.258213,4629.769269,0.393448,13.520800,76.598103,31.949179,7.399254,0.790894,66.288432,1.469939,2.143832,35.016439,0.015034,0.017415,0.047227,9.886,0.049697,285.44,12.67,99.1,0.011834,0.988166,0,1
0.617112,4044.487859,0.342379,18.362366,81.297349,25.715705,7.361832,0.855186,44.658357,1.689180,1.507095,23.155157,0.042531,0.078082,0.100777,15.396,0.114506,648.50,61.43,107.1,0.009192,0.990808,0,1
0.276029,3153.832437,0.320256,19.041983,57.931832,36.252547,8.017999,0.792722,68.365082,1.400258,1.915168,27.703896,0.018592,0.023563,0.043215,12.154,0.044803,423.03,17.18,99.4,0.007050,0.992950,0,1
0.690666,5272.437444,0.339802,21.131187,69.423202,26.757658,7.587654,0.676104,42.904123,1.705908,1.899152,24.093660,0.031838,0.014609,0.086428,3.166,0.099558,111.85,9.09,85.0,0.006869,0.993131,1,1
0.307028,3236.614535,0.290826,18.203652,54.258977,18.037796,7.378380,0.774044,86.555442,1.605592,1.533701,19.651904,0.007641,0.006597,0.027065,5.990,0.027199,184.67,4.70,97.6,0.014192,0.985808,0,1
0.457932,7430.871273,0.174048,20.106399,72.487662,33.848221,8.315373,0.931903,64.854016,1.524270,2.069083,18.813900,0.059639,0.118977,0.150782,16.134,0.177229,719.68,102.00,116.5,0.000095,0.999905,0,1
0.602675,7352.119998,0.332426,19.923665,70.808894,43.670734,7.726394,0.725855,77.599575,1.669749,2.372120,34.252931,0.031480,0.013302,0.094392,3.226,0.104360,100.11,8.88,91.6,0.009533,0.990467,1,1
0.504679,3360.532611,0.382210,10.987419,65.554152,24.836902,7.375504,0.660775,99.723194,1.713496,1.700790,28.745950,0.028590,0.010554,0.066893,5.020,0.066127,102.04,6.42,83.1,0.016779,0.983221,1,1
0.257566,5349.880957,0.410059,22.441845,54.884643,19.088546,7.633575,0.633759,82.015442,1.591265,1.749331,23.166306,-0.050000,0.000000,0.000000,0.000,0.000000,0.00,0.00,79.7,0.014014,0.985986,0,1
0.646731,5363.923696,0.190023,15.011927,71.107633,29.711369,7.442377,0.789766,56.773313,1.628846,2.263334,24.445694,0.017804,0.025366,0.112693,5.696,0.127400,173.99,18.43,99.0,0.014049,0.985951,0,1
0.539922,7053.309057,0.385402,16.300557,70.792583,38.146671,7.891410,0.761462,90.024235,1.694981,2.220715,20.842394,0.045187,0.083647,0.142445,13.806,0.161311,437.63,58.60,95.5,0.015024,0.984976,0,1
0.233491,3201.858462,0.306017,22.594574,75.762114,46.977973,8.216295,0.760694,102.880215,1.743824,1.557489,27.720727,0.047931,0.018911,0.030291,12.691,0.030350,464.81,13.23,105.7,0.015034,0.984966,1,1
0.253206,4106.470266,0.272559,10.475700,75.225753,35.084491,7.354119,0.707876,90.260649,1.350169,2.338484,37.019941,0.041670,0.012512,0.035956,12.434,0.035331,241.08,8.15,88.9,0.014430,0.985570,1,1
0.355455,6795.355759,0.390262,23.501208,73.468189,24.904299,7.755247,0.705154,57.220937,1.319587,2.010599,41.477486,0.039854,0.020249,0.060425,6.071,0.065720,231.27,13.14,88.5,0.009368,0.990632,1,1
0.379497,4242.350829,0.132890,13.309885,77.307001,22.607641,7.802903,0.906140,51.902696,1.316530,1.857890,24.231975,0.043190,0.072611,0.084008,20.160,0.093726,766.54,60.53,110.9,0.009304,0.990696,0,1
0.528187,7674.230312,0.172729,17.593081,76.815053,24.044602,7.362952,0.623260,50.735184,1.379199,2.365160,21.966650,-0.050000,0.000000,0.000000,0.000,0.000000,0.00,0.00,78.4,0.009289,0.990711,0,1
0.301992,7279.324847,0.166570,12.626819,51.444253,34.147319,7.946704,0.729074,59.491931,1.641530,1.362837,33.901111,0.041705,0.075033,0.149028,12.551,0.177504,359.27,50.33,91.5,0.011726,0.988274,0,1
0.287474,7339.923185,0.388540,21.490797,65.220472,31.111536,8.117761,0.825415,53.340538,1.588530,1.620777,21.741673,0.026589,0.044838,0.082069,10.496,0.089350,441.36,34.05,103.4,0.011651,0.988349,0,1
0.387832,5625.147644,0.234715,22.952870,76.083853,25.090861,7.756986,0.772512,50.022166,1.594967,1.835988,34.480115,0.020321,0.033420,0.079503,7.385,0.087802,317.82,23.75,96.9,0.011598,0.988402,0,1
0.686468,7438.778275,0.191915,14.584904,78.115654,47.442760,8.211790,0.814057,45.963963,1.473621,1.777161,24.514105,0.102597,0.221251,0.265657,17.890,0.371273,663.56,165.70,101.1,0.009212,0.990788,0,1
0.534140,7530.868910,0.207868,15.484111,55.765456,26.248630,8.076795,0.933748,63.718230,1.524609,1.776309,40.759441,0.078703,0.161778,0.192432,18.980,0.243284,768.30,138.97,115.1,0.009420,0.990580,0,1
0.666062,5994.317029,0.208698,20.604110,63.170416,41.298730,7.766456,0.853936,83.162017,1.274504,1.814121,40.709691,0.048752,0.093422,0.146244,13.683,0.170042,533.90,73.39,108.9,0.013844,0.986156,0,1
0.326175,4466.710242,0.383812,15.231969,50.996721,24.466659,7.580214,0.687097,103.917388,1.475603,1.824333,25.789420,0.052813,0.022803,0.048833,12.064,0.049399,314.01,14.41,86.3,0.015047,0.984953,1,1
0.439472,5809.926363,0.314128,20.569831,67.949823,32.525280,7.772742,0.762191,101.458937,1.635039,1.722149,20.955708,0.021015,0.031987,0.073112,9.575,0.076471,326.37,22.43,103.4,0.014278,0.985722,0,1
0.468229,6255.423118,0.088681,13.087612,52.640625,43.370043,7.470647,0.931602,103.030996,1.369210,1.833558,33.378175,0.051032,0.081456,0.114915,25.000,0.128919,646.30,69.81,112.7,0.015154,0.984846,0,1
0.302630,3453.516255,0.330309,16.426363,61.651661,38.944093,7.668438,0.623668,83.718516,1.510888,1.725387,36.943284,0.017905,0.022079,0.042148,11.993,0.043028,319.75,12.67,82.9,0.013889,0.986111,0,1
0.689617,4666.872642,0.324196,18.297109,65.000902,33.726897,7.437598,0.775857,55.555134,1.636106,2.009030,29.809338,0.011497,0.014095,0.097530,3.297,0.108885,109.74,10.06,97.3,0.014026,0.985974,0,1
0.713872,4312.284756,0.443084,12.716514,64.971117,33.875236,7.434872,0.749898,46.225266,1.721843,2.231433,22.713599,0.029364,0.048647,0.151073,7.978,0.180187,236.34,33.56,94.1,0.011525,0.988475,0,1
0.411655,4845.810374,0.395648,21.525716,56.674279,27.987849,7.925474,0.758555,49.950695,1.373957,2.356432,30.017131,0.027107,0.045082,0.074188,11.596,0.080976,451.14,31.46,95.1,0.009277,0.990723,0,1
0.597624,6316.109521,0.329959,17.114624,59.266986,44.831343,7.543783,0.889200,56.949127,1.543559,1.762957,24.905028,0.044296,0.081179,0.172376,11.597,0.209948,409.85,66.41,111.3,0.011713,0.988287,0,1
0.455827,3051.235664,0.302650,15.104547,62.748472,25.206345,8.098405,0.678792,48.006159,1.412154,1.946509,26.779294,0.015589,0.022519,0.071458,6.599,0.077661,209.36,14.06,85.3,0.011561,0.988439,0,1
0.373787,6122.629519,0.087046,12.693803,74.989008,40.321267,7.701065,0.936144,62.627229,1.746900,2.345656,18.446765,0.037061,0.059847,0.108790,16.233,0.121847,504.03,51.54,117.1,0.009423,0.990577,0,1
0.658095,2620.306644,0.335302,12.841245,50.906153,33.204072,7.696886,0.640235,96.346031,1.256581,1.871302,32.374476,0.032105,0.048985,0.080207,16.476,0.084317,382.69,28.85,80.5,0.012449,0.987551,0,1
0.200795,3770.916107,0.199832,22.492977,67.370507,37.842916,8.184019,0.899229,58.645359,1.353121,2.395146,23.229757,0.009524,0.009879,0.031226,6.773,0.032215,278.43,8.17,112.5,0.014075,0.985925,0,1
0.372030,2513.400510,0.378764,20.469828,81.454571,42.700716,7.488058,0.633070,103.537516,1.359878,1.839218,24.803769,-0.050000,0.000000,0.000000,0.000,0.000000,0.00,0.00,89.4,0.014210,0.985790,0,1
0.224705,6119.347371,0.432172,20.757014,69.944537,35.964082,8.215753,0.835307,77.024701,1.661520,1.596359,29.636836,0.027669,0.040697,0.052376,15.990,0.054703,635.23,31.27,104.7,0.009445,0.990555,0,1
0.308535,3140.708912,0.252447,13.992663,77.188629,46.499824,8.428921,0.754806,107.933964,1.657683,1.982947,25.512843,0.016325,0.015060,0.048716,13.065,0.038894,228.38,10.46,94.7,0.016930,0.983070,0,1
0.435362,5599.575784,0.098221,15.171249,55.498840,38.911690,8.107388,0.918004,71.777934,1.389652,1.739440,37.880106,0.067868,0.128276,0.141166,23.842,0.166376,816.43,108.34,113.8,0.007021,0.992979,0,1
0.437378,5384.569924,0.398020,22.881578,75.665135,29.181644,8.089692,0.631767,109.069158,1.598432,2.060645,41.420092,0.009509,0.001954,0.049412,0.767,0.051741,24.45,1.14,85.8,0.016830,0.983170,1,1
0.213321,3266.431977,0.353704,13.496443,59.315519,44.255889,8.415190,0.828969,66.985922,1.465296,1.797176,39.464250,0.032356,0.037316,0.040260,25.000,0.047700,751.99,28.46,101.8,0.009147,0.990853,0,1
0.541643,3086.017452,0.142141,12.624930,77.881805,36.173397,7.829929,0.846495,59.518808,1.315982,1.721535,22.785369,0.025735,0.038847,0.086876,11.953,0.095668,370.46,30.25,106.0,0.011743,0.988257,0,1
0.660397,7624.076818,0.126580,22.817939,79.494533,39.519869,8.205638,0.637699,95.687492,1.336979,2.349002,30.729806,0.030660,0.013193,0.101938,2.376,0.113996,80.78,7.74,84.5,0.014112,0.985888,1,1
0.209220,6727.072093,0.207551,14.059516,78.822722,44.291653,7.998116,0.647879,45.892172,1.494763,1.583272,30.585810,0.044338,0.079077,0.094954,17.874,0.106464,528.07,47.13,81.5,0.009213,0.990787,0,1
0.572750,4833.574069,0.113273,11.332353,59.424765,19.184719,7.753346,0.657135,81.486460,1.595830,2.293193,18.218056,0.028112,0.046203,0.129033,9.022,0.143757,230.29,27.93,82.6,0.014048,0.985952,0,1
0.647564,2567.252360,0.146586,17.595115,51.657048,39.176837,7.403213,0.887782,79.676237,1.648353,1.868879,20.479907,0.008791,0.008481,0.046747,5.484,0.048193,157.64,6.93,111.1,0.011962,0.988038,0,1
0.627521,3724.776654,0.386126,11.319877,79.879849,19.946038,8.245264,0.769113,103.817338,1.608783,2.216530,22.030300,0.031925,0.050308,0.103015,14.234,0.104911,367.61,35.60,96.4,0.014621,0.985379,0,1
0.579743,6841.821213,0.223614,16.776278,53.145593,39.710081,7.917974,0.932626,63.506026,1.744698,2.353939,24.699734,0.076034,0.151895,0.186925,20.593,0.230150,741.72,130.33,113.6,0.009415,0.990585,0,1
0.232829,7666.295182,0.421009,10.003199,56.603459,30.919985,7.778201,0.770777,84.527801,1.539590,1.910844,36.259503,0.043344,0.068583,0.098709,21.520,0.108001,524.14,48.63,96.6,0.014641,0.985359,0,1
0.309113,3779.472938,0.413234,17.262445,52.164830,47.673530,8.179426,0.854921,43.336335,1.545130,1.802921,31.853057,0.032270,0.043324,0.053885,21.122,0.058062,672.73,34.08,107.0,0.011457,0.988543,0,1
0.267958,6553.806032,0.375514,15.702684,62.107875,47.019591,7.546385,0.903831,97.082421,1.639545,2.191291,37.173193,0.027468,0.033572,0.056573,19.015,0.058781,524.96,27.92,110.8,0.012510,0.987490,0,1
0.711390,5400.349680,0.210601,16.756364,57.658098,22.504587,8.353260,0.697978,78.357816,1.645930,1.989178,32.087216,0.068432,0.143485,0.200118,13.039,0.248647,489.81,92.14,87.8,0.009415,0.990585,0,1
0.470322,2348.005038,0.302419,22.764379,58.059191,29.241299,8.166065,0.627920,98.360638,1.391859,2.094800,41.076489,0.018507,0.006480,0.028440,4.301,0.028758,140.03,3.74,84.1,0.014298,0.985702,1,1
0.506534,4909.853119,0.424929,11.256501,52.483999,45.536154,7.503835,0.867798,75.013680,1.392040,1.500803,24.624282,0.032247,0.047193,0.130554,13.704,0.177180,307.02,37.68,108.6,0.014628,0.985372,0,1
0.288048,6643.640433,0.399069,22.860676,67.258538,44.603708,8.412694,0.790747,97.374993,1.477943,1.963381,24.661751,0.037944,0.017441,0.070651,6.087,0.066917,191.05,12.69,106.5,0.016773,0.983227,1,1
0.212829,4142.294108,0.165014,23.322891,63.933251,19.209050,7.499516,0.735421,68.167889,1.606206,1.866328,33.319805,-0.050000,0.000000,0.000000,0.001,0.000000,0.13,0.00,92.3,0.011836,0.988164,0,1
0.671427,5791.573092,0.185801,22.552652,68.366514,23.296231,7.774486,0.885793,105.049878,1.275733,1.346608,35.060009,0.040002,0.075314,0.127331,11.532,0.143192,512.78,61.38,115.3,0.013990,0.986010,0,1
0.541913,5153.545225,0.307716,21.542936,50.546693,20.374794,8.151669,0.809031,50.424404,1.282337,1.797858,29.377088,0.017256,0.026472,0.111171,4.422,0.127374,188.54,19.70,101.4,0.011603,0.988397,0,1
0.318028,4149.756835,0.193638,19.183469,56.759827,40.211888,8.268721,0.778340,73.891456,1.558765,2.272582,30.067617,0.031925,0.049510,0.065793,16.828,0.069633,573.25,35.45,97.6,0.009209,0.990791,0,1
0.714268,4976.998989,0.301674,23.731001,51.925493,19.617178,8.256333,0.719834,48.983252,1.318545,1.697605,36.310272,0.047988,0.098100,0.151672,9.832,0.180292,455.67,64.97,90.4,0.006944,0.993056,0,1
0.465995,5836.833545,0.253543,14.431876,63.869540,37.795440,8.301322,0.656402,87.244974,1.740978,1.559726,39.977567,0.053286,0.104244,0.162707,13.629,0.193141,411.60,62.95,82.6,0.012332,0.987668,0,1
0.297305,2609.203757,0.240848,12.938860,75.451156,42.487863,7.513934,0.723758,59.996370,1.723362,1.656827,31.145198,0.030417,0.038923,0.047134,21.113,0.049693,584.95,25.92,90.8,0.009381,0.990619,0,1
0.322954,4257.923635,0.111842,20.869806,77.799111,39.959399,8.121476,0.715881,93.336733,1.611798,1.333462,23.785398,0.017834,0.026407,0.059509,8.660,0.061620,310.91,17.39,94.6,0.011782,0.988218,0,1
0.526114,2604.433333,0.165275,17.338160,55.053039,36.734463,7.909654,0.753571,108.770970,1.693573,1.878634,41.226999,0.024574,0.033356,0.054637,15.113,0.056419,450.26,23.12,94.5,0.014848,0.985152,0,1
0.519906,5771.732258,0.279112,16.904975,51.568823,38.307580,8.025033,0.748335,68.753164,1.435544,1.726716,18.740742,0.064735,0.129294,0.164461,17.367,0.194290,575.80,89.02,94.5,0.009376,0.990624,0,1
0.557178,4173.177190,0.437893,19.563246,58.538572,29.989011,7.677836,0.889871,45.093887,1.389288,1.312969,41.289670,0.039234,0.067418,0.081902,17.234,0.091465,716.92,55.19,111.4,0.009200,0.990800,0,1
0.581180,5500.606965,0.364853,21.115266,72.448680,30.007841,8.154033,0.771616,87.802724,1.348419,1.788281,36.702166,0.044293,0.086222,0.132832,11.828,0.151194,490.20,61.21,98.0,0.013800,0.986200,0,1
0.628716,4950.682262,0.351498,16.132172,61.682518,45.242258,7.581251,0.802185,47.212170,1.614937,1.786199,26.932162,0.058235,0.112684,0.155968,16.858,0.187666,567.24,83.16,100.5,0.011546,0.988454,0,1
0.429700,4967.013412,0.255183,19.655631,72.249673,41.250320,7.855186,0.929065,90.044803,1.578105,2.090238,33.815939,0.028020,0.043118,0.075734,13.822,0.080893,517.70,36.85,116.2,0.011472,0.988528,0,1
0.634481,4861.450945,0.248373,21.763960,70.555589,22.968929,8.107702,0.920973,57.599180,1.250879,2.142122,22.580403,0.017784,0.026887,0.125462,4.057,0.144312,193.17,22.78,115.2,0.011714,0.988286,0,1
0.687580,6028.542080,0.315353,10.628944,50.092309,46.502870,7.835275,0.740594,74.837520,1.284131,1.937146,33.283997,0.104791,0.215645,0.255329,24.822,0.342242,612.18,146.93,88.8,0.007478,0.992522,0,1
0.404848,3838.510811,0.265948,18.850836,61.933712,32.552041,8.034277,0.632249,73.015936,1.585431,1.371613,32.886313,0.031900,0.056168,0.082653,12.402,0.088991,420.51,32.67,79.5,0.009450,0.990550,0,1
0.577594,4994.795108,0.321018,20.896418,54.346806,38.981197,8.260092,0.890302,44.299151,1.547642,2.016217,36.183794,0.055343,0.106809,0.129060,17.467,0.151364,721.13,87.48,111.4,0.009182,0.990818,0,1
0.474468,5843.538409,0.326044,11.576685,61.985842,35.282201,7.436590,0.908965,68.542590,1.707913,2.224358,26.794491,0.054336,0.092632,0.123490,23.564,0.140140,667.32,77.46,105.8,0.009472,0.990528,0,1
0.219260,6608.280913,0.081220,13.978111,63.596817,36.312432,7.570170,0.811759,42.306795,1.303069,1.810036,27.999625,0.039396,0.064601,0.085609,18.634,0.096080,599.52,48.25,101.7,0.006861,0.993139,0,1
0.422618,5694.533900,0.120074,17.354213,74.953524,19.154872,8.226308,0.768892,87.423146,1.445534,2.313486,33.513885,0.039945,0.073490,0.107331,13.647,0.118972,515.27,51.99,96.4,0.013616,0.986384,0,1
0.590463,3005.243593,0.181482,10.872582,75.918883,21.840323,7.452962,0.767073,55.701982,1.397348,2.265582,27.125186,0.042308,0.070822,0.093215,19.220,0.104030,570.40,49.98,90.2,0.009355,0.990645,0,1
0.618874,3181.999038,0.154528,19.120834,66.870210,35.466947,8.302252,0.629457,109.855499,1.607855,2.168879,18.360485,0.057613,0.031090,0.069860,9.029,0.071873,274.17,18.00,82.6,0.014774,0.985226,1,1
0.329154,2318.336028,0.369050,18.759593,78.983520,45.684343,7.612006,0.704018,90.977730,1.320856,2.051024,18.765221,0.016076,0.003327,0.015958,5.417,0.015970,143.66,2.16,93.2,0.014134,0.985866,1,1
0.625880,7143.184860,0.166161,19.308674,78.794535,36.527765,7.812958,0.721404,65.472758,1.380271,1.448916,18.107825,0.061842,0.128158,0.196635,11.558,0.242153,460.18,85.06,90.6,0.009451,0.990549,0,1
0.354329,2984.999456,0.311130,15.346037,74.879626,39.539846,7.502382,0.755403,75.347683,1.717171,2.244213,36.866791,0.010742,0.010370,0.034831,8.052,0.035728,220.13,7.21,94.7,0.011944,0.988056,0,1
0.699732,6972.878118,0.382529,15.311886,67.113050,26.638999,8.397021,0.872336,48.246356,1.328972,2.250000,23.839299,0.045805,0.086684,0.185395,10.053,0.231276,399.19,69.57,109.2,0.011560,0.988440,0,1
0.281922,7589.005722,0.116272,11.028163,77.244375,20.110670,8.187123,0.842301,59.744425,1.280094,1.395942,36.777426,0.049204,0.090279,0.121632,17.442,0.142268,611.88,69.96,105.5,0.011738,0.988262,0,1
0.528470,2305.776005,0.218529,14.364367,70.965014,44.557713,7.602864,0.913894,64.182654,1.289918,2.151362,38.197395,0.029808,0.039078,0.058041,19.476,0.062289,602.22,32.86,114.3,0.011785,0.988215,0,1
0.718606,4223.514722,0.244406,17.490003,67.764774,41.415143,8.147081,0.677693,94.618856,1.405427,1.928990,23.728794,0.126529,0.083909,0.135693,12.838,0.152222,410.15,52.32,85.8,0.015033,0.984967,1,1
0.312206,2499.130587,0.152521,23.031096,54.187410,43.282658,7.906174,0.748102,103.574481,1.508935,2.240080,35.757906,0.004541,0.000657,0.014486,1.068,0.014701,33.22,0.45,95.8,0.016722,0.983278,1,1
0.292211,5650.265829,0.236186,23.914035,51.903039,21.810060,8.027478,0.622640,83.276307,1.336449,1.991494,22.010838,-0.050000,0.000000,0.000000,0.000,0.000000,0.00,0.00,78.4,0.014013,0.985987,0,1
0.593493,5640.517643,0.314591,16.630583,57.143671,44.925279,7.577419,0.902549,52.149337,1.446369,2.121779,34.727742,0.037732,0.064826,0.139234,12.617,0.165155,411.27,53.83,112.9,0.009312,0.990688,0,1
0.369484,6433.120622,0.157971,10.696078,52.553895,31.533143,7.919587,0.849262,56.385560,1.487330,2.300678,25.916321,0.076108,0.146156,0.161780,25.000,0.208806,750.92,114.19,96.0,0.009323,0.990677,0,1
0.382421,5214.018933,0.394428,15.986108,53.030903,21.570474,7.477083,0.697653,106.813427,1.652107,2.215108,38.850891,0.027390,0.009680,0.043756,6.209,0.044786,151.05,6.21,87.6,0.014379,0.985621,1,1
0.674898,6511.639642,0.194981,21.622347,71.005209,25.177773,7.430271,0.812321,93.001372,1.279109,1.467704,40.208087,0.025823,0.043563,0.109283,8.311,0.121275,316.92,32.56,103.4,0.014159,0.985841,0,1
0.395953,3688.611130,0.154976,19.634562,64.723699,21.401668,8.255149,0.640162,86.003136,1.301352,1.509144,27.956996,0.026754,0.045473,0.071368,11.123,0.075256,399.21,26.78,80.8,0.013758,0.986242,0,1
0.611510,3958.735432,0.313516,20.205980,72.229142,21.293393,8.444072,0.843566,85.745265,1.255416,1.540650,38.514031,0.040236,0.074451,0.100709,14.002,0.111204,610.35,57.78,105.7,0.013860,0.986140,0,1
0.576637,4651.060019,0.292973,20.504509,78.890665,26.275316,8.023285,0.685425,89.787145,1.644647,1.436583,24.308150,0.022255,0.037602,0.104966,6.501,0.114658,240.32,23.71,87.0,0.011792,0.988208,0,1
0.558925,3664.180451,0.096584,23.267531,78.463701,37.070794,7.723810,0.743831,104.972778,1.672587,2.020238,39.414921,0.011546,0.003197,0.033753,2.106,0.035919,68.95,2.19,100.7,0.014211,0.985789,1,1
0.636800,3973.031484,0.226690,19.874747,74.403400,23.536722,8.203664,0.846033,70.806924,1.569142,1.615012,22.817309,0.045190,0.086140,0.114956,14.308,0.129044,620.47,67.05,105.9,0.009460,0.990540,0,1
0.619460,7687.501365,0.316509,17.059974,59.958364,30.572236,7.967544,0.660945,99.281462,1.707466,2.116811,24.460449,0.046068,0.020445,0.160462,2.813,0.179029,82.42,12.43,83.5,0.016773,0.983227,1,1
0.291280,6655.936702,0.103644,19.921541,70.708396,35.828201,8.133956,0.850104,59.248828,1.513989,2.087861,21.208549,0.019835,0.031294,0.092870,6.927,0.102320,280.36,24.48,106.4,0.009390,0.990610,0,1
0.207706,6805.086317,0.135747,13.886931,64.542038,28.078226,8.370891,0.696058,109.269074,1.507686,1.303607,24.088439,0.040004,0.067984,0.086300,17.858,0.092348,536.66,43.54,87.4,0.014655,0.985345,0,1
0.490552,7154.042195,0.235362,23.900794,57.319207,26.002765,7.556737,0.713566,106.512593,1.304768,1.690299,30.395230,-0.050000,0.000000,0.000000,0.000,0.000000,0.00,0.00,96.1,0.016822,0.983178,0,1
0.700587,7351.842355,0.305567,13.851198,59.043238,38.374788,7.638718,0.661503,99.311833,1.748392,1.929952,26.534988,0.057829,0.026368,0.187482,4.130,0.205078,91.06,16.05,83.2,0.016775,0.983225,1,1
0.333801,6213.088541,0.110361,18.605675,80.750538,32.871710,7.763257,0.937491,60.738951,1.493973,1.513402,29.842113,0.043913,0.078450,0.095928,17.530,0.107055,750.37,67.66,117.2,0.009405,0.990595,0,1
0.712834,2684.337724,0.340030,16.228911,60.130694,41.916974,8.400543,0.947022,89.178353,1.351479,1.470311,34.444218,0.140640,0.080908,0.088826,24.368,0.097259,844.25,70.49,118.4,0.015017,0.984983,1,1
0.425960,6820.107336,0.158318,17.287216,68.967330,47.187267,7.709524,0.816769,68.089588,1.437146,2.103619,26.255464,0.045119,0.080925,0.118725,16.577,0.133392,544.88,60.81,102.3,0.009517,0.990483,0,1
0.349933,6003.411702,0.360370,11.860689,68.353811,18.034096,7.373526,0.906971,87.045623,1.687861,1.328091,27.166301,0.036295,0.058358,0.089703,17.122,0.098061,577.49,48.69,113.5,0.011867,0.988133,0,1
