generator_force_scale,generator_rated_force_n,generator_spring_decouple,air_spring_reference_bar,air_spring_max_cc,air_spring_min_cc,air_spring_expansion_gain,air_spring_compression_gain,generator_adaptive_profile,exhaust_open_ms,load_fraction,frequency_hz,combustion_pressure_gain,burn_duration_ms,damping_n_s_m,score,net_efficiency,capture_fraction,max_bdc_mm,elec_per_spring,expansion_work_j,elec_energy_j,peak_pressure_bar,rgf,scavenge_efficiency,stable,energy_balance_valid,spring_recovery,ke_power_fraction,unharvested_fraction
1.023662,3610.524073,0.095420,19.768377,75.276975,32.621924,0.645997,1.282457,0.268183,8.158682,0.628891,102.664281,1.586909,1.330819,25.990680,-0.017500,0.000000,0.000000,0.001,0.000000,0.00,0.00,41.5,0.016246,0.983754,0,1,0.050000,0.000000,0.000000
0.847250,6271.426030,0.237271,20.920774,51.204879,47.037316,0.678043,1.207689,0.174626,8.392658,0.777600,69.111177,1.555329,1.965061,30.924627,-0.017500,0.000000,0.000000,25.000,0.000000,91.53,0.00,82.8,0.011058,0.988942,1,1,0.950000,0.000000,0.000000
2.272857,6917.345819,0.314992,13.216488,61.176422,29.193102,0.792829,1.426655,0.127246,8.344026,0.772941,57.592226,1.306433,1.509931,19.624494,-0.003508,0.266523,0.282625,25.000,0.252695,194.27,128.95,66.4,0.010777,0.989223,1,1,0.950000,3.210481,0.000000
1.399669,4080.475273,0.379973,22.420224,67.094553,45.505641,0.699243,1.274958,0.538073,8.761480,0.701449,97.135065,1.644869,1.471790,38.924839,-0.017109,0.007445,0.004181,25.000,0.003510,177.05,2.62,94.2,0.014994,0.985006,1,1,0.950000,3.564784,0.000000
0.904549,7468.800757,0.420368,20.578132,75.083338,39.030409,0.660706,1.039116,0.931310,8.401362,0.791651,62.778589,1.503356,2.321434,24.498429,-0.017500,0.000000,0.000000,25.000,0.000000,0.00,0.00,71.0,0.010632,0.989368,1,1,0.950000,0.000000,0.000000
2.075233,3929.666605,0.117340,11.038386,57.495677,46.207618,0.920085,1.245721,0.578566,7.399419,0.620387,101.646053,1.602486,1.703915,40.948856,-0.017500,0.000000,0.000000,2.632,0.000000,0.00,0.00,97.5,0.013456,0.986544,1,1,0.100000,0.000000,0.000000
1.615125,3079.406675,0.284238,10.476694,72.733097,22.299457,0.717002,1.081636,0.896671,7.546314,0.810098,60.477187,1.449868,1.655954,19.410584,-0.017500,0.000000,0.000000,25.000,0.000000,221.16,0.00,75.9,0.011620,0.988380,1,1,0.950000,0.000000,0.000000
2.630767,3722.182511,0.352512,16.504966,62.233067,43.450153,0.725295,1.387263,0.039986,8.146813,0.762743,77.314889,1.394083,1.555602,32.562270,-0.004410,0.249338,0.338998,25.000,0.322136,83.12,115.95,76.6,0.011509,0.988491,1,1,0.950000,1.663936,0.000000
0.180682,3152.423991,0.408782,14.343649,63.465610,18.115736,0.799640,1.414017,0.556947,7.849376,0.715732,83.632476,1.655140,1.827409,30.421953,-0.017500,0.000000,0.000000,1.252,0.000000,0.00,0.00,52.6,0.011426,0.988574,1,1,0.141926,0.000000,0.000000
0.492971,4005.084978,0.288987,14.103274,60.073361,31.255495,0.640536,1.267540,0.468824,8.695552,0.869843,45.108350,1.514549,1.524136,18.925423,-0.017140,0.006856,0.006904,25.000,0.011996,306.77,4.54,90.4,0.000000,1.000000,1,1,0.950000,3.682721,0.000000
1.269130,2426.581788,0.364142,15.492028,74.292796,44.932514,0.589324,1.022648,0.351305,8.201026,0.643691,88.411676,1.482287,2.396745,33.598880,-0.017500,0.000000,0.000000,17.364,0.000000,0.00,0.00,45.3,0.013055,0.986945,1,1,0.950000,0.000000,0.000000
0.406052,6249.738461,0.310367,15.187773,54.444242,23.815701,0.671677,1.122125,0.388903,7.435991,0.902332,95.662348,1.315692,1.744676,38.272358,-0.017500,0.000000,0.000000,24.486,0.000000,22.30,0.00,109.9,0.016213,0.983787,1,1,0.950000,0.000000,0.000000
2.447678,5754.499923,0.361366,15.834041,78.453791,30.025270,0.899590,1.208594,0.429555,7.376463,0.634305,70.261070,1.559498,1.854014,35.072203,-0.017500,0.000000,0.000000,0.000,0.000000,0.00,0.00,32.2,0.011261,0.988739,0,1,0.000000,0.000000,0.000000
1.464881,6609.612037,0.179151,18.892539,55.493118,34.277455,0.855182,1.365799,0.262160,8.305229,0.737144,48.517794,1.665773,1.988847,22.071531,-0.017320,0.003427,0.023672,25.000,0.001810,65.19,1.43,57.6,0.000000,1.000000,1,1,0.950000,0.640989,0.058624
0.659143,5411.120878,0.336169,16.758744,67.806024,31.513255,0.946850,1.101040,0.020561,8.123051,0.663986,95.419279,1.578203,2.004603,32.275360,-0.017500,0.000000,0.000000,1.385,0.000000,0.00,0.00,50.2,0.015272,0.984728,1,1,0.100000,0.000000,0.000000
0.736305,2500.833364,0.156979,10.184310,53.173844,37.356729,0.759061,1.229551,0.330380,8.039593,0.827434,53.551346,1.284755,1.412216,28.600801,-0.017104,0.007536,0.007877,25.000,0.011476,239.71,4.40,79.9,0.000847,0.999153,1,1,0.000000,4.165730,0.000000
2.006153,4397.461830,0.342421,10.649888,73.832168,24.345151,0.824942,1.315227,0.002764,7.742953,0.747077,94.109643,1.592464,1.463493,34.445816,-0.017500,0.000000,0.000000,25.000,0.000000,134.25,0.00,78.0,0.014658,0.985342,1,1,0.950000,0.000000,0.000000
1.971652,7526.926927,0.353512,18.122791,73.341226,37.985983,0.714547,1.249001,0.751572,8.177116,0.949690,61.610151,1.673949,1.666509,21.560595,-0.016599,0.017154,0.018157,25.000,0.019628,474.80,13.88,110.5,0.010222,0.989778,1,1,0.950000,3.800457,0.000000
2.119013,5048.448752,0.173428,20.188619,53.255314,36.384811,0.553802,1.167622,0.653543,8.771423,0.842487,106.188401,1.324108,1.779634,19.936131,-0.017500,0.000000,0.000000,23.710,0.000000,56.69,0.00,256.4,0.015359,0.984641,1,1,0.000272,0.000000,0.000000
0.350094,3188.926844,0.328145,12.691322,80.656842,42.345073,0.845670,1.233317,0.102622,7.943595,0.723295,90.108573,1.572248,1.612315,29.877329,-0.017500,0.000000,0.000000,25.000,0.000000,144.76,0.00,77.8,0.013845,0.986155,1,1,0.000000,0.000000,0.000000
1.901512,6444.683891,0.405236,13.703855,56.657097,28.371116,0.562700,1.221172,0.626167,8.627934,0.815673,44.257360,1.703321,1.494812,31.365550,-0.016201,0.024741,0.024944,25.000,0.069917,156.35,13.92,77.0,0.000000,1.000000,1,1,0.950000,3.900927,0.000000
1.438731,7800.000000,0.179660,10.011957,71.209056,19.709235,0.648788,1.000118,0.252310,8.800000,0.923521,52.254974,1.613501,1.341733,28.789004,-0.011721,0.110083,0.113796,25.000,0.213771,352.53,83.76,103.6,0.000000,1.000000,1,1,0.950000,3.869979,0.000000
2.239125,6209.383914,0.259498,10.571563,79.593381,23.058180,0.550000,1.000000,0.247743,8.800000,0.950000,46.905547,1.544433,1.451699,27.535100,-0.017500,0.000000,0.000000,25.000,0.000000,125.04,0.00,362.6,0.000040,0.999960,1,1,0.950000,0.000000,0.000000
2.010937,6439.010615,0.357140,12.479126,65.389673,30.710725,0.811630,1.216304,0.192577,8.604602,0.743187,96.612319,1.622964,1.605162,38.854747,-0.001682,0.301296,0.186915,25.000,0.304096,137.93,129.28,102.7,0.015106,0.984894,1,1,0.950000,2.604298,0.000000
0.748967,3627.433788,0.359165,20.061368,54.670621,29.903046,0.622960,1.294956,0.409432,8.800000,0.721667,52.634825,1.640011,1.944263,19.613629,-0.017500,0.000000,0.000000,23.112,0.000000,23.86,0.00,53.8,0.000000,1.000000,1,1,0.730728,0.000000,0.000000
3.000000,7460.109095,0.237214,10.000000,74.966474,20.408061,0.628479,1.000000,0.049601,8.555380,0.950000,43.064188,1.685524,1.716124,32.126680,-0.005829,0.222306,0.058899,25.000,0.385888,125.04,179.98,286.2,0.000000,1.000000,1,1,0.950000,3.891748,0.000000
2.441239,5046.571298,0.156158,10.050655,82.000000,44.737415,0.662745,1.068660,0.130449,8.800000,0.921294,84.191392,1.632479,1.783065,39.368691,-0.010760,0.128381,0.139435,25.000,0.473959,187.00,97.16,302.8,0.010450,0.989550,1,1,0.000000,4.183032,0.000000
2.417352,6354.209538,0.238666,10.000000,76.774104,25.518828,0.560185,1.388505,0.070766,8.800000,0.950000,42.000000,1.250000,1.843197,34.758822,-0.015430,0.039429,0.015777,25.000,0.025537,475.13,31.92,294.1,0.000386,0.999614,1,1,0.950000,3.336615,0.000000
1.742309,7030.873461,0.175557,18.345666,60.463938,31.024777,0.843218,1.384386,0.883153,8.286220,0.817190,54.069286,1.549218,1.832432,24.448360,-0.016189,0.024971,0.026259,25.000,0.021856,226.97,14.11,77.3,0.000001,0.999999,1,1,0.950000,3.246187,0.000000
3.000000,5725.490687,0.329213,11.121090,79.708596,21.221238,0.616489,1.033577,0.089447,8.800000,0.933245,45.950349,1.608265,1.512663,32.017728,-0.017500,0.000000,0.000000,25.000,0.000000,360.82,0.00,308.7,0.000408,0.999592,1,1,0.950000,0.000000,0.000000
2.443529,6775.581599,0.266822,11.538842,79.630642,24.204493,0.573585,1.031283,0.079121,8.687907,0.927479,42.000000,1.601588,1.512380,34.267823,-0.006844,0.202980,0.052242,25.000,0.180600,450.82,155.92,269.0,0.000000,1.000000,1,1,0.950000,3.306588,0.000000
2.612570,7383.344753,0.272823,10.000000,82.000000,27.778543,0.557869,1.022638,0.140644,8.790087,0.950000,48.391972,1.668943,1.578684,37.118822,-0.010945,0.124859,0.127315,25.000,0.509270,250.07,101.09,110.2,0.000000,1.000000,1,1,0.950000,3.573691,0.000000
1.339220,3554.317428,0.140805,19.204803,53.735563,42.748772,0.804287,1.283627,0.258415,8.119982,0.753942,42.000000,1.606527,2.003463,21.604029,-0.012695,0.091520,0.096399,25.000,0.064454,263.42,41.08,61.7,0.000000,1.000000,1,1,0.950000,2.744717,0.000000
3.000000,7356.540063,0.350263,10.845552,72.886431,18.000000,0.550000,1.000000,0.215375,8.701424,0.888082,61.551216,1.617621,1.777992,29.013750,-0.009556,0.151310,0.160358,25.000,0.334354,257.86,105.26,95.3,0.012259,0.987741,1,1,0.950000,3.825116,0.000000
1.382083,6440.655773,0.324178,12.123276,81.037227,26.897231,0.561900,1.000000,0.298400,8.780102,0.946109,59.636392,1.629717,1.586759,32.401259,-0.013515,0.075909,0.079883,25.000,0.185766,322.22,60.91,109.2,0.011424,0.988576,1,1,0.160380,3.853717,0.000000
0.414487,6272.996692,0.306692,14.260364,55.772745,34.790894,0.644751,1.345386,0.293416,8.552344,0.778779,42.000000,1.639362,1.897313,21.448981,-0.016256,0.023689,0.023714,25.000,0.026707,290.24,11.72,67.9,0.000000,1.000000,1,1,0.950000,3.752397,0.000000
3.000000,6558.277557,0.226063,11.138710,78.932822,39.394201,0.562068,1.000000,0.403361,7.979582,0.950000,42.575256,1.668845,1.697821,41.030655,-0.010145,0.140087,0.139853,25.000,0.337228,475.13,113.41,107.9,0.000000,1.000000,1,1,0.950000,3.558979,0.000000
2.387823,7736.596710,0.213299,11.819091,74.876398,23.542726,0.650796,1.000000,0.146057,8.743874,0.929304,42.000000,1.668255,1.551746,30.710722,-0.008209,0.176976,0.045444,25.000,0.134196,452.79,136.54,270.2,0.000000,1.000000,1,1,0.950000,3.761619,0.000000
2.454925,7620.203053,0.302304,10.000000,82.000000,21.361546,0.581269,1.049485,0.312092,8.743162,0.950000,48.568401,1.735407,1.657147,36.888940,-0.017500,0.000000,0.000000,25.000,0.000000,29.91,0.00,283.4,0.000000,1.000000,1,1,0.950000,3.436737,0.000000
1.998042,7800.000000,0.347946,18.874259,73.334034,33.365602,0.550000,1.011240,0.128759,8.548906,0.936203,59.151504,1.690849,1.736233,20.232561,-0.010826,0.127131,0.133793,25.000,0.229827,242.15,99.70,106.8,0.011452,0.988548,1,1,0.950000,3.933523,0.000000
2.478711,7360.428380,0.283904,11.764133,78.932935,25.552064,0.558244,1.003778,0.371166,8.512521,0.950000,45.296002,1.717609,1.823138,29.465400,-0.010906,0.125592,0.125419,25.000,0.431635,250.07,101.68,110.2,0.000000,1.000000,1,1,0.950000,3.506384,0.000000
2.846419,3272.511709,0.375312,11.541922,82.000000,37.199698,0.562706,1.000000,0.085757,8.045431,0.832882,42.000000,1.694845,1.570998,23.624264,-0.009159,0.158884,0.157690,25.000,0.256144,348.66,94.39,81.2,0.000000,1.000000,1,1,0.950000,3.492788,0.000000
2.747337,6531.193114,0.244056,10.251038,78.368170,28.825483,0.758251,1.061728,0.084401,8.800000,0.848804,48.169856,1.250000,1.300000,28.669651,-0.007451,0.191415,0.196266,25.000,0.406801,211.81,119.33,85.2,0.000000,1.000000,1,1,0.950000,3.665696,0.000000
2.980726,6392.002202,0.321792,12.710932,80.773382,19.344231,0.550000,1.058390,0.181860,8.800000,0.943141,42.000000,1.669641,1.627628,26.279229,-0.009505,0.152286,0.038687,25.000,0.119024,467.73,121.37,279.0,0.000000,1.000000,1,1,0.950000,3.347150,0.000000
0.678022,2850.864391,0.149708,17.943596,57.397599,33.392579,0.887956,1.370829,0.268253,8.147719,0.875277,45.684042,1.336473,1.500757,20.739194,-0.017131,0.007032,0.007132,25.000,0.007524,311.40,4.73,91.7,0.000000,1.000000,1,1,0.950000,3.370393,0.000000
1.997547,7422.408006,0.298983,13.263736,75.721605,30.514481,0.550000,1.036973,0.160393,8.700158,0.922112,53.214040,1.701929,1.573467,20.881362,-0.010487,0.133579,0.138588,25.000,0.281616,351.33,101.29,103.2,0.000000,1.000000,1,1,0.950000,3.821032,0.000000
2.420816,6989.571206,0.338308,10.000000,77.657508,20.015121,0.579598,1.029225,0.004326,8.743969,0.920761,42.000000,1.663990,1.558668,30.874517,-0.007333,0.193661,0.050282,25.000,0.175675,443.56,146.37,264.7,0.000000,1.000000,1,1,0.950000,3.511392,0.000000
2.171049,6637.888362,0.306935,10.000000,77.625810,23.873873,0.614754,1.026149,0.258899,8.800000,0.878672,42.103759,1.750000,1.834394,32.572563,-0.004956,0.238940,0.063737,25.000,0.363554,214.85,162.09,257.3,0.000001,0.999999,1,1,0.950000,3.186729,0.000000
0.687942,2563.690099,0.415358,10.407089,58.717895,24.874097,0.655826,1.260354,0.750779,7.780719,0.876566,88.185253,1.288188,1.445091,28.225288,-0.017500,0.000000,0.000000,20.012,0.000000,131.33,0.00,252.8,0.016789,0.983211,1,1,0.950000,0.000000,0.000000
1.613084,4956.694690,0.080000,18.390963,72.104051,23.753095,0.740973,1.450000,0.183655,8.800000,0.936964,56.099018,1.583858,1.716385,21.536124,-0.013579,0.074692,0.078223,25.000,0.061206,461.06,58.68,106.9,0.009081,0.990919,1,1,0.950000,3.307180,0.000000
0.940497,7444.771174,0.314065,12.490716,63.206392,26.337614,0.950000,1.139465,0.173039,8.309308,0.659841,53.067285,1.250000,1.590231,27.154380,-0.016218,0.024428,0.086501,25.000,0.011301,56.74,6.74,38.5,0.000000,1.000000,1,1,0.950000,0.871541,0.000000
3.000000,4039.433700,0.259081,17.978675,74.254480,33.889245,0.619123,1.010648,0.262007,8.632390,0.950000,45.785327,1.603548,1.802690,31.838258,-0.010761,0.128360,0.128828,25.000,0.222526,350.10,103.92,110.2,0.000000,1.000000,1,1,0.950000,3.461854,0.000000
1.925008,7131.200956,0.376235,11.730334,79.765830,24.047480,0.678194,1.308980,0.563568,7.513145,0.926833,42.000000,1.716527,1.694216,31.413771,-0.016528,0.018508,0.018161,25.000,0.025758,450.12,14.19,103.6,0.000000,1.000000,1,1,0.950000,3.596983,0.000000
2.109584,4007.631567,0.087378,16.532660,68.484565,19.299036,0.782413,1.351769,0.414645,7.362560,0.932416,55.406148,1.552629,1.561488,25.376866,-0.016761,0.014068,0.028237,25.000,0.011072,418.99,10.93,105.8,0.000000,1.000000,1,1,0.950000,1.517070,0.000000
2.276685,6756.400364,0.382999,15.875384,73.596382,21.709879,0.602096,1.030923,0.702942,8.800000,0.950000,84.200904,1.570650,1.743480,28.954407,-0.017500,0.000000,0.000000,25.000,0.000000,252.33,0.00,121.9,0.012793,0.987207,1,1,0.950000,0.000000,0.000000
2.958480,6701.393865,0.328808,10.000000,82.000000,26.712771,0.602241,1.000000,0.244396,8.205813,0.867938,42.357747,1.689912,1.596557,21.612945,-0.008406,0.173214,0.171289,25.000,0.312941,288.48,114.08,208.7,0.000000,1.000000,1,1,0.950000,3.665539,0.000000
2.139505,7035.977898,0.247234,10.085325,77.849717,26.331720,0.622305,1.031937,0.109359,8.648891,0.884892,42.000000,1.670852,1.791157,31.335379,-0.004649,0.244787,0.080288,25.000,0.175002,319.60,168.85,251.9,0.000230,0.999770,1,1,0.950000,3.278042,0.000000
2.750235,5196.027653,0.245065,11.306214,73.335105,18.000000,0.569040,1.005661,0.093172,8.427379,0.934649,46.582794,1.743978,1.663359,30.909164,-0.017500,0.000000,0.000000,25.000,0.000000,0.00,0.00,273.6,0.000000,1.000000,1,1,0.950000,0.000000,0.000000
2.236953,6417.602125,0.206050,11.563078,79.282875,25.629260,0.550000,1.029669,0.079171,8.669094,0.950000,53.019422,1.655089,1.632948,34.715225,-0.010676,0.129974,0.134557,25.000,0.237275,475.13,105.23,110.1,0.000000,1.000000,1,1,0.950000,3.980622,0.000000
2.348737,6742.380563,0.239264,10.000000,79.117417,23.058483,0.609247,1.000000,0.095887,8.800000,0.950000,44.186130,1.750000,1.732045,34.075635,-0.014979,0.048019,0.016157,25.000,0.030934,425.12,38.88,324.8,0.000351,0.999649,1,1,0.950000,3.355923,0.000000
2.209963,3523.290043,0.351093,19.425494,66.359989,44.646062,0.560568,1.018723,0.106499,8.355356,0.786424,81.766707,1.654340,1.717352,31.180374,-0.017500,0.000000,0.000000,25.000,0.000000,15.71,0.00,72.7,0.013341,0.986659,1,1,0.950000,0.000000,0.000000
2.144180,7800.000000,0.334088,11.088587,77.039978,24.879893,0.550000,1.000000,0.269037,8.727234,0.893677,53.219017,1.734591,1.916259,29.287730,-0.009420,0.153914,0.159944,25.000,0.398386,261.67,108.66,96.4,0.000000,1.000000,1,1,0.950000,3.770055,0.000000
2.552212,7671.812979,0.296139,10.338695,80.087893,24.224381,0.550000,1.000000,0.071477,8.737797,0.950000,42.000000,1.671147,1.712448,33.435664,-0.004723,0.243363,0.064062,25.000,0.251589,475.13,197.03,330.5,0.000340,0.999660,1,1,0.950000,3.571901,0.000000
2.682513,3714.007557,0.292794,16.813864,75.156156,32.732567,0.569881,1.000000,0.604778,8.778209,0.945453,42.000000,1.552202,1.839971,38.640948,-0.017500,0.000000,0.000000,25.000,0.000000,395.98,0.00,315.2,0.000411,0.999589,1,1,0.950000,3.202538,0.000000
2.881686,2950.079645,0.362091,11.002722,76.169998,23.203514,0.573296,1.000000,0.023768,8.176156,0.813990,45.130867,1.723370,1.381357,25.973777,-0.008984,0.162207,0.164413,25.000,0.312569,69.71,90.73,197.0,0.000000,1.000000,1,1,0.950000,3.512227,0.000000
2.145741,7739.934764,0.230792,10.978448,81.424218,26.047809,0.553606,1.000000,0.215566,8.702639,0.945404,42.090935,1.701225,1.732348,34.012683,-0.017500,0.000000,0.000000,25.000,0.000000,385.01,0.00,328.1,0.000317,0.999683,1,1,0.950000,3.798457,0.000000
2.308816,7272.565891,0.303095,12.019018,63.076907,32.222265,0.806575,1.450000,0.089791,8.408068,0.920108,58.462765,1.265803,1.572723,19.718637,-0.016861,0.012163,0.017465,25.000,0.017684,291.25,9.18,131.8,0.013460,0.986540,1,1,0.950000,1.938894,0.000000
2.359852,6967.453739,0.313175,10.000000,81.999506,20.912717,0.683973,1.012425,0.066460,8.800000,0.950000,42.000000,1.609688,1.593235,30.248660,-0.007409,0.192212,0.050030,25.000,0.162258,475.13,155.61,283.3,0.000000,1.000000,1,1,0.950000,3.246605,0.000000
2.053773,7778.799054,0.279896,11.027956,80.937858,18.881222,0.575517,1.063244,0.239917,8.732450,0.945287,46.132280,1.750000,1.436334,33.019546,-0.008399,0.173359,0.046082,25.000,0.167559,395.83,138.85,280.4,0.000000,1.000000,1,1,0.950000,3.911392,0.000000
1.992307,7325.504579,0.270158,10.000000,76.779377,24.702236,0.550000,1.010719,0.000000,8.723702,0.930108,42.000000,1.636557,1.623208,28.610783,-0.013700,0.072381,0.033783,25.000,0.050401,453.65,55.95,270.7,0.000095,0.999905,1,1,0.950000,3.265584,0.000000
2.901027,3604.194628,0.182242,10.892956,60.854397,42.792057,0.773219,1.450000,0.049757,8.064922,0.787972,51.992339,1.389329,1.770432,42.000000,-0.004864,0.240687,0.236718,25.000,0.434146,184.10,123.10,141.3,0.000481,0.999519,1,1,0.950000,2.914963,0.000000
2.520117,7709.440764,0.303287,10.691752,78.413597,24.122145,0.605667,1.000000,0.207405,8.718322,0.950000,45.712103,1.636410,1.730359,29.263526,-0.016535,0.018384,0.018520,25.000,0.019245,9.14,14.88,283.4,0.000000,1.000000,1,1,0.950000,3.625378,0.000000
3.000000,4129.970994,0.353872,11.706389,77.856904,37.811149,0.550000,1.030507,0.446288,7.956600,0.909161,45.442109,1.750000,1.809213,24.658574,-0.009507,0.152246,0.153339,25.000,0.543903,249.55,111.82,104.0,0.000000,1.000000,1,1,0.950000,3.851881,0.000000
2.878352,6698.035080,0.277186,10.444438,74.599852,21.899717,0.579519,1.004060,0.172364,8.607766,0.940815,42.000000,1.623349,1.549468,33.073572,-0.007006,0.199893,0.052075,25.000,0.198888,465.22,158.46,277.5,0.000000,1.000000,1,1,0.950000,3.199297,0.000000
3.000000,6755.254630,0.216901,11.843688,77.441974,28.329577,0.726176,1.000000,0.109023,8.670279,0.921902,48.289120,1.606179,1.816103,30.765071,-0.010131,0.140357,0.143460,25.000,0.189441,444.79,106.38,103.2,0.000000,1.000000,1,1,0.950000,3.570389,0.000000
1.862598,6331.047181,0.382086,11.564328,82.000000,21.989739,0.572015,1.000000,0.191494,8.800000,0.894721,42.000000,1.684554,1.709498,27.875008,-0.007435,0.191716,0.049248,25.000,0.146518,415.44,135.71,248.2,0.000000,1.000000,1,1,0.950000,3.467211,0.000000
2.689649,6826.743196,0.349642,10.397715,79.632366,22.556246,0.550000,1.010883,0.000000,8.562567,0.912141,42.000000,1.685167,1.548842,33.672925,-0.005561,0.227401,0.058842,25.000,0.212443,434.25,168.26,259.3,0.000000,1.000000,1,1,0.950000,3.719587,0.000000
2.634703,7564.159090,0.269769,10.000000,71.602246,26.712646,0.597805,1.000000,0.277688,8.699507,0.950000,45.269063,1.609172,1.805084,35.281730,-0.010287,0.137392,0.139720,25.000,0.372810,375.11,111.23,110.2,0.000000,1.000000,1,1,0.950000,3.286641,0.000000
1.678630,5713.562431,0.183026,11.090316,82.000000,20.951774,0.704893,1.093661,0.067355,8.607165,0.942823,42.000000,1.750000,1.718511,25.582761,-0.010015,0.142564,0.036677,25.000,0.101550,467.38,113.54,278.8,0.000000,1.000000,1,1,0.950000,3.478594,0.000000
2.423362,7515.757870,0.363498,10.928108,80.223122,18.000000,0.552889,1.029116,0.313026,8.800000,0.928199,49.462771,1.592234,1.876286,27.882083,-0.017500,0.000000,0.000000,25.000,0.000000,73.61,0.00,290.5,0.000263,0.999737,1,1,0.950000,3.819785,0.000000
1.985781,3671.230624,0.376714,10.000000,80.495211,33.605932,0.550000,1.015528,0.223534,8.150532,0.810006,46.708060,1.681070,1.610911,33.080586,-0.011156,0.120831,0.123598,25.000,0.251995,255.76,66.70,75.6,0.000000,1.000000,1,1,0.950000,3.879990,0.000000
1.914166,7006.150750,0.309665,11.439033,82.000000,31.714476,0.591064,1.053396,0.105420,8.800000,0.917819,42.000000,1.750000,1.726069,33.060554,-0.010751,0.128561,0.027412,25.000,0.088529,278.14,96.47,467.0,0.000392,0.999608,1,1,0.950000,3.237120,0.000000
2.938764,6894.031972,0.292354,11.165849,79.314190,24.077365,0.621359,1.023874,0.050495,8.546449,0.895176,42.281331,1.636282,1.598470,35.601568,-0.017500,0.000000,0.000000,25.000,0.000000,284.59,0.00,248.5,0.000000,1.000000,1,1,0.950000,0.000000,0.000000
1.683763,2765.874315,0.350639,10.000000,71.839633,34.483869,0.593130,1.000000,0.003604,8.026100,0.950000,68.606381,1.669370,1.483130,19.279295,-0.014929,0.048974,0.038996,25.000,0.112953,387.60,39.65,128.4,0.010539,0.989461,1,1,0.950000,2.203767,0.000000
2.243364,6158.658052,0.299070,10.488831,77.281473,21.690749,0.613096,1.006228,0.310321,8.551071,0.940250,45.270064,1.665050,1.393816,30.463764,-0.008609,0.169349,0.105494,25.000,0.137030,424.82,134.07,353.6,0.000487,0.999513,1,1,0.950000,3.303804,0.000000
2.534507,5636.294781,0.324113,11.431378,81.324231,30.986299,0.836816,1.041180,0.290225,8.440528,0.777045,93.781028,1.575947,1.665591,42.000000,-0.010455,0.134183,0.481519,19.490,0.165112,70.79,65.93,79.4,0.017502,0.982498,1,1,0.950000,0.123883,0.000000
2.974492,3612.467445,0.406269,10.000000,76.976202,22.022106,0.550000,1.000000,0.175377,8.091156,0.950000,42.000000,1.635145,1.630114,24.198533,-0.011526,0.113788,0.112161,25.000,0.237600,352.53,92.12,283.3,0.000000,1.000000,1,1,0.950000,3.707652,0.000000
3.000000,7626.292671,0.246462,10.341018,74.388396,26.055312,0.683062,1.000000,0.084876,8.800000,0.923659,46.463523,1.666654,1.635552,33.692839,-0.010023,0.142414,0.143696,25.000,0.293298,352.65,108.40,103.7,0.000000,1.000000,1,1,0.950000,3.730842,0.000000
2.331668,7800.000000,0.240542,10.000000,79.487111,18.000000,0.550000,1.036715,0.103667,8.663687,0.950000,43.553571,1.636308,1.843368,31.405064,-0.017500,0.000000,0.000000,25.000,0.000000,150.04,0.00,283.4,0.000000,1.000000,1,1,0.950000,0.000000,0.000000
2.713717,4815.552160,0.188376,13.008050,72.580477,40.133244,0.908663,1.017116,0.280414,7.790649,0.839980,77.866810,1.750000,1.763891,40.556964,-0.017500,0.000000,0.000000,25.000,0.000000,118.67,0.00,87.5,0.012223,0.987777,1,1,0.013896,0.000000,0.000000
1.912301,4371.670724,0.264012,11.688499,75.401291,24.009188,0.550000,1.000000,0.350952,8.612587,0.795045,80.369193,1.691302,1.791431,36.201328,-0.017500,0.000000,0.000000,25.000,0.000000,133.79,0.00,77.2,0.013772,0.986228,1,1,0.950000,0.000000,0.000000
1.982447,6235.271452,0.290176,10.000000,79.316306,21.371221,0.550000,1.000000,0.224133,8.690108,0.944146,42.000000,1.685789,1.783034,32.648810,-0.007189,0.196407,0.051659,25.000,0.202289,468.81,156.90,279.6,0.000000,1.000000,1,1,0.950000,3.765135,0.000000
2.254384,6181.856627,0.172952,10.000000,80.565421,26.180923,0.850216,1.000000,0.007061,8.429459,0.794809,70.261861,1.636424,1.792030,38.487800,-0.004967,0.238729,0.257139,25.000,0.271836,223.61,125.11,76.8,0.011749,0.988251,1,1,0.950000,3.351162,0.000000
2.664251,6349.564367,0.261357,11.041626,78.579057,24.982481,0.654902,1.033585,0.000000,8.198669,0.835322,42.000000,1.750000,1.699800,33.814380,-0.017500,0.000000,0.000000,25.000,0.000000,0.00,0.00,210.5,0.000000,1.000000,1,1,0.950000,3.101141,0.000000
2.775346,7800.000000,0.282168,11.186273,79.465012,20.646454,0.584570,1.023183,0.260799,8.777597,0.924513,42.541773,1.750000,1.700160,29.217490,-0.006796,0.203881,0.052612,25.000,0.169404,447.61,155.50,267.1,0.000000,1.000000,1,1,0.950000,3.257296,0.000000
3.000000,7246.891913,0.222426,13.090130,82.000000,24.187282,0.629406,1.034615,0.016923,8.720202,0.950000,47.302574,1.643028,1.546832,32.490147,-0.017500,0.000000,0.000000,25.000,0.000000,275.08,0.00,393.1,0.000295,0.999705,1,1,0.950000,3.700050,0.000000
