mode,rating_profile,ring_name,ring_size,tier_mix_kind,active_tier_count,all_three_tiers,n_micro,n_medium,n_large,total_cylinders,rated_kw,highway_l_per_100km,mixed_l_per_100km,ers_passed,ers_total,shortfall_events,score,design_aligned,is_canonical_x12_target,is_reference
phase1_open,phase1,X12,12,mixed,3,True,3,5,4,12,462.5,4.5,2.372,9,9,0,869.38,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,3,5,5,13,522.5,4.5,2.372,9,9,0,864.38,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,3,5,6,14,582.5,4.5,2.372,9,9,0,859.38,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,3,5,7,15,642.5,4.5,2.372,9,9,0,854.38,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,3,5,8,16,702.5,4.5,2.372,9,9,0,849.38,True,False,False
phase1_open,phase1,X9,9,mixed,2,False,3,6,0,9,262.5,4.5,2.363,9,9,0,885.38,True,False,False
phase1_open,phase1,X10,10,mixed,3,True,3,6,1,10,322.5,4.5,2.371,9,9,0,880.38,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,3,6,2,11,382.5,4.5,2.371,9,9,0,875.38,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,3,6,3,12,442.5,4.5,2.371,9,9,0,870.38,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,3,6,4,13,502.5,4.5,2.371,9,9,0,865.38,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,3,6,5,14,562.5,4.5,2.371,9,9,0,860.38,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,3,6,6,15,622.5,4.5,2.371,9,9,0,855.38,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,3,6,7,16,682.5,4.5,2.371,9,9,0,850.38,True,False,False
phase1_open,phase1,X10,10,mixed,2,False,3,7,0,10,302.5,4.5,2.37,9,9,0,881.38,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,3,7,1,11,362.5,4.5,2.37,9,9,0,876.38,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,3,7,2,12,422.5,4.5,2.37,9,9,0,871.38,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,3,7,3,13,482.5,4.5,2.37,9,9,0,866.38,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,3,7,4,14,542.5,4.5,2.37,9,9,0,861.38,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,3,7,5,15,602.5,4.5,2.37,9,9,0,856.38,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,3,7,6,16,662.5,4.5,2.37,9,9,0,851.38,True,False,False
phase1_open,phase1,X11,11,mixed,2,False,3,8,0,11,342.5,4.5,2.37,9,9,0,877.38,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,3,8,1,12,402.5,4.5,2.37,9,9,0,872.38,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,3,8,2,13,462.5,4.5,2.37,9,9,0,867.38,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,3,8,3,14,522.5,4.5,2.37,9,9,0,862.38,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,3,8,4,15,582.5,4.5,2.37,9,9,0,857.38,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,3,8,5,16,642.5,4.5,2.37,9,9,0,852.38,True,False,False
phase1_open,phase1,X12,12,mixed,2,False,3,9,0,12,382.5,4.5,2.37,9,9,0,873.38,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,3,9,1,13,442.5,4.5,2.37,9,9,0,868.38,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,3,9,2,14,502.5,4.5,2.37,9,9,0,863.38,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,3,9,3,15,562.5,4.5,2.37,9,9,0,858.38,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,3,9,4,16,622.5,4.5,2.37,9,9,0,853.38,True,False,False
phase1_open,phase1,X13,13,mixed,2,False,3,10,0,13,422.5,4.5,2.37,9,9,0,869.38,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,3,10,1,14,482.5,4.5,2.37,9,9,0,864.38,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,3,10,2,15,542.5,4.5,2.37,9,9,0,859.38,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,3,10,3,16,602.5,4.5,2.37,9,9,0,854.38,True,False,False
phase1_open,phase1,X14,14,mixed,2,False,3,11,0,14,462.5,4.5,2.37,9,9,0,865.38,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,3,11,1,15,522.5,4.5,2.37,9,9,0,860.38,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,3,11,2,16,582.5,4.5,2.37,9,9,0,855.38,True,False,False
phase1_open,phase1,X15,15,mixed,2,False,3,12,0,15,502.5,4.5,2.37,9,9,0,861.38,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,3,12,1,16,562.5,4.5,2.37,9,9,0,856.38,True,False,False
phase1_open,phase1,X16,16,mixed,2,False,3,13,0,16,542.5,4.5,2.37,9,9,0,857.38,True,False,False
phase1_open,phase1,X4,4,homogeneous_micro,1,False,4,0,0,4,30.0,2.248,2.084,5,9,2,-999999995.0,False,False,False
phase1_open,phase1,X5,5,mixed,2,False,4,0,1,5,90.0,4.626,2.436,6,9,2,-999999994.0,True,False,False
phase1_open,phase1,X6,6,mixed,2,False,4,0,2,6,150.0,4.633,2.481,9,9,1,894.34,True,False,False
phase1_open,phase1,X7,7,mixed,2,False,4,0,3,7,210.0,4.633,2.484,9,9,0,889.34,True,False,False
phase1_open,phase1,X8,8,mixed,2,False,4,0,4,8,270.0,4.633,2.485,9,9,0,884.34,True,False,False
phase1_open,phase1,X9,9,mixed,2,False,4,0,5,9,330.0,4.633,2.491,9,9,0,879.34,True,False,False
phase1_open,phase1,X10,10,mixed,2,False,4,0,6,10,390.0,4.633,2.491,9,9,0,874.34,True,False,False
phase1_open,phase1,X11,11,mixed,2,False,4,0,7,11,450.0,4.633,2.491,9,9,0,869.34,True,False,False
phase1_open,phase1,X12,12,mixed,2,False,4,0,8,12,510.0,4.633,2.491,9,9,0,864.34,True,False,False
phase1_open,phase1,X13,13,mixed,2,False,4,0,9,13,570.0,4.633,2.491,9,9,0,859.34,True,False,False
phase1_open,phase1,X14,14,mixed,2,False,4,0,10,14,630.0,4.633,2.491,9,9,0,854.34,True,False,False
phase1_open,phase1,X15,15,mixed,2,False,4,0,11,15,690.0,4.633,2.491,9,9,0,849.34,True,False,False
phase1_open,phase1,X16,16,mixed,2,False,4,0,12,16,750.0,4.633,2.491,9,9,0,844.34,True,False,False
phase1_open,phase1,X5,5,mixed,2,False,4,1,0,5,70.0,4.349,2.267,6,9,2,-999999994.0,True,False,False
phase1_open,phase1,X6,6,mixed,3,True,4,1,1,6,130.0,4.473,2.393,8,9,2,-999999992.0,True,False,False
phase1_open,phase1,X7,7,mixed,3,True,4,1,2,7,190.0,4.473,2.425,9,9,0,893.54,True,False,False
phase1_open,phase1,X8,8,mixed,3,True,4,1,3,8,250.0,4.473,2.409,9,9,0,888.54,True,False,False
phase1_open,phase1,X9,9,mixed,3,True,4,1,4,9,310.0,4.473,2.421,9,9,0,883.54,True,False,False
phase1_open,phase1,X10,10,mixed,3,True,4,1,5,10,370.0,4.473,2.421,9,9,0,878.54,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,4,1,6,11,430.0,4.473,2.421,9,9,0,873.54,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,4,1,7,12,490.0,4.473,2.421,9,9,0,868.54,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,4,1,8,13,550.0,4.473,2.421,9,9,0,863.54,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,4,1,9,14,610.0,4.473,2.421,9,9,0,858.54,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,4,1,10,15,670.0,4.473,2.421,9,9,0,853.54,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,4,1,11,16,730.0,4.473,2.421,9,9,0,848.54,True,False,False
phase1_open,phase1,X6,6,mixed,2,False,4,2,0,6,110.0,4.459,2.345,8,9,2,-999999992.0,True,False,False
phase1_open,phase1,X7,7,mixed,3,True,4,2,1,7,170.0,4.459,2.361,9,9,1,894.83,True,False,False
phase1_open,phase1,X8,8,mixed,3,True,4,2,2,8,230.0,4.459,2.346,9,9,0,889.83,True,False,True
phase1_open,phase1,X9,9,mixed,3,True,4,2,3,9,290.0,4.459,2.362,9,9,0,884.83,True,False,False
phase1_open,phase1,X10,10,mixed,3,True,4,2,4,10,350.0,4.459,2.365,9,9,0,879.83,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,4,2,5,11,410.0,4.459,2.365,9,9,0,874.83,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,4,2,6,12,470.0,4.459,2.365,9,9,0,869.83,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,4,2,7,13,530.0,4.459,2.365,9,9,0,864.83,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,4,2,8,14,590.0,4.459,2.365,9,9,0,859.83,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,4,2,9,15,650.0,4.459,2.365,9,9,0,854.83,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,4,2,10,16,710.0,4.459,2.365,9,9,0,849.83,True,False,False
phase1_open,phase1,X7,7,mixed,2,False,4,3,0,7,150.0,4.459,2.35,9,9,1,895.83,True,False,False
phase1_open,phase1,X8,8,mixed,3,True,4,3,1,8,210.0,4.459,2.354,9,9,0,890.83,True,False,False
phase1_open,phase1,X9,9,mixed,3,True,4,3,2,9,270.0,4.459,2.356,9,9,0,885.83,True,False,False
phase1_open,phase1,X10,10,mixed,3,True,4,3,3,10,330.0,4.459,2.362,9,9,0,880.83,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,4,3,4,11,390.0,4.459,2.362,9,9,0,875.83,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,4,3,5,12,450.0,4.459,2.362,9,9,0,870.83,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,4,3,6,13,510.0,4.459,2.362,9,9,0,865.83,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,4,3,7,14,570.0,4.459,2.362,9,9,0,860.83,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,4,3,8,15,630.0,4.459,2.362,9,9,0,855.83,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,4,3,9,16,690.0,4.459,2.362,9,9,0,850.83,True,False,False
phase1_open,phase1,X8,8,mixed,2,False,4,4,0,8,190.0,4.459,2.364,9,9,0,891.83,True,False,False
phase1_open,phase1,X9,9,mixed,3,True,4,4,1,9,250.0,4.459,2.348,9,9,0,886.83,True,False,False
phase1_open,phase1,X10,10,mixed,3,True,4,4,2,10,310.0,4.459,2.361,9,9,0,881.83,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,4,4,3,11,370.0,4.459,2.361,9,9,0,876.83,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,4,4,4,12,430.0,4.459,2.361,9,9,0,871.83,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,4,4,5,13,490.0,4.459,2.361,9,9,0,866.83,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,4,4,6,14,550.0,4.459,2.361,9,9,0,861.83,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,4,4,7,15,610.0,4.459,2.361,9,9,0,856.83,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,4,4,8,16,670.0,4.459,2.361,9,9,0,851.83,True,False,False
phase1_open,phase1,X9,9,mixed,2,False,4,5,0,9,230.0,4.459,2.34,9,9,0,887.83,True,False,False
phase1_open,phase1,X10,10,mixed,3,True,4,5,1,10,290.0,4.459,2.357,9,9,0,882.83,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,4,5,2,11,350.0,4.459,2.359,9,9,0,877.83,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,4,5,3,12,410.0,4.459,2.359,9,9,0,872.83,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,4,5,4,13,470.0,4.459,2.359,9,9,0,867.83,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,4,5,5,14,530.0,4.459,2.359,9,9,0,862.83,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,4,5,6,15,590.0,4.459,2.359,9,9,0,857.83,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,4,5,7,16,650.0,4.459,2.359,9,9,0,852.83,True,False,False
phase1_open,phase1,X10,10,mixed,2,False,4,6,0,10,270.0,4.459,2.352,9,9,0,883.83,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,4,6,1,11,330.0,4.459,2.358,9,9,0,878.83,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,4,6,2,12,390.0,4.459,2.358,9,9,0,873.83,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,4,6,3,13,450.0,4.459,2.358,9,9,0,868.83,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,4,6,4,14,510.0,4.459,2.358,9,9,0,863.83,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,4,6,5,15,570.0,4.459,2.358,9,9,0,858.83,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,4,6,6,16,630.0,4.459,2.358,9,9,0,853.83,True,False,False
phase1_open,phase1,X11,11,mixed,2,False,4,7,0,11,310.0,4.459,2.358,9,9,0,879.83,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,4,7,1,12,370.0,4.459,2.358,9,9,0,874.83,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,4,7,2,13,430.0,4.459,2.358,9,9,0,869.83,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,4,7,3,14,490.0,4.459,2.358,9,9,0,864.83,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,4,7,4,15,550.0,4.459,2.358,9,9,0,859.83,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,4,7,5,16,610.0,4.459,2.358,9,9,0,854.83,True,False,False
phase1_open,phase1,X12,12,mixed,2,False,4,8,0,12,350.0,4.459,2.358,9,9,0,875.83,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,4,8,1,13,410.0,4.459,2.358,9,9,0,870.83,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,4,8,2,14,470.0,4.459,2.358,9,9,0,865.83,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,4,8,3,15,530.0,4.459,2.358,9,9,0,860.83,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,4,8,4,16,590.0,4.459,2.358,9,9,0,855.83,True,False,False
phase1_open,phase1,X13,13,mixed,2,False,4,9,0,13,390.0,4.459,2.358,9,9,0,871.83,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,4,9,1,14,450.0,4.459,2.358,9,9,0,866.83,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,4,9,2,15,510.0,4.459,2.358,9,9,0,861.83,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,4,9,3,16,570.0,4.459,2.358,9,9,0,856.83,True,False,False
phase1_open,phase1,X14,14,mixed,2,False,4,10,0,14,430.0,4.459,2.358,9,9,0,867.83,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,4,10,1,15,490.0,4.459,2.358,9,9,0,862.83,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,4,10,2,16,550.0,4.459,2.358,9,9,0,857.83,True,False,False
phase1_open,phase1,X15,15,mixed,2,False,4,11,0,15,470.0,4.459,2.358,9,9,0,863.83,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,4,11,1,16,530.0,4.459,2.358,9,9,0,858.83,True,False,False
phase1_open,phase1,X16,16,mixed,2,False,4,12,0,16,510.0,4.459,2.358,9,9,0,859.83,True,False,False
phase1_open,phase1,X5,5,homogeneous_micro,1,False,5,0,0,5,37.5,2.806,2.135,6,9,2,-999999994.0,False,False,False
phase1_open,phase1,X6,6,mixed,2,False,5,0,1,6,97.5,4.545,2.451,7,9,2,-999999993.0,True,False,False
phase1_open,phase1,X7,7,mixed,2,False,5,0,2,7,157.5,4.545,2.458,9,9,1,893.72,True,False,False
phase1_open,phase1,X8,8,mixed,2,False,5,0,3,8,217.5,4.545,2.441,9,9,0,888.72,True,False,False
phase1_open,phase1,X9,9,mixed,2,False,5,0,4,9,277.5,4.545,2.459,9,9,0,883.72,True,False,False
phase1_open,phase1,X10,10,mixed,2,False,5,0,5,10,337.5,4.545,2.464,9,9,0,878.72,True,False,False
phase1_open,phase1,X11,11,mixed,2,False,5,0,6,11,397.5,4.545,2.464,9,9,0,873.72,True,False,False
phase1_open,phase1,X12,12,mixed,2,False,5,0,7,12,457.5,4.545,2.464,9,9,0,868.72,True,False,False
phase1_open,phase1,X13,13,mixed,2,False,5,0,8,13,517.5,4.545,2.464,9,9,0,863.72,True,False,False
phase1_open,phase1,X14,14,mixed,2,False,5,0,9,14,577.5,4.545,2.464,9,9,0,858.72,True,False,False
phase1_open,phase1,X15,15,mixed,2,False,5,0,10,15,637.5,4.545,2.464,9,9,0,853.72,True,False,False
phase1_open,phase1,X16,16,mixed,2,False,5,0,11,16,697.5,4.545,2.464,9,9,0,848.72,True,False,False
phase1_open,phase1,X6,6,mixed,2,False,5,1,0,6,77.5,4.36,2.262,6,9,2,-999999994.0,True,False,False
phase1_open,phase1,X7,7,mixed,3,True,5,1,1,7,137.5,4.425,2.375,8,9,2,-999999992.0,True,False,False
phase1_open,phase1,X8,8,mixed,3,True,5,1,2,8,197.5,4.425,2.403,9,9,0,892.12,True,False,False
phase1_open,phase1,X9,9,mixed,3,True,5,1,3,9,257.5,4.425,2.387,9,9,0,887.12,True,False,False
phase1_open,phase1,X10,10,mixed,3,True,5,1,4,10,317.5,4.425,2.397,9,9,0,882.12,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,5,1,5,11,377.5,4.425,2.397,9,9,0,877.12,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,5,1,6,12,437.5,4.425,2.397,9,9,0,872.12,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,5,1,7,13,497.5,4.425,2.397,9,9,0,867.12,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,5,1,8,14,557.5,4.425,2.397,9,9,0,862.12,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,5,1,9,15,617.5,4.425,2.397,9,9,0,857.12,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,5,1,10,16,677.5,4.425,2.397,9,9,0,852.12,True,False,False
phase1_open,phase1,X7,7,mixed,2,False,5,2,0,7,117.5,4.418,2.325,8,9,2,-999999992.0,True,False,False
phase1_open,phase1,X8,8,mixed,3,True,5,2,1,8,177.5,4.418,2.351,9,9,1,893.27,True,False,False
phase1_open,phase1,X9,9,mixed,3,True,5,2,2,9,237.5,4.418,2.335,9,9,0,888.27,True,False,False
phase1_open,phase1,X10,10,mixed,3,True,5,2,3,10,297.5,4.418,2.351,9,9,0,883.27,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,5,2,4,11,357.5,4.418,2.352,9,9,0,878.27,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,5,2,5,12,417.5,4.418,2.352,9,9,0,873.27,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,5,2,6,13,477.5,4.418,2.352,9,9,0,868.27,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,5,2,7,14,537.5,4.418,2.352,9,9,0,863.27,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,5,2,8,15,597.5,4.418,2.352,9,9,0,858.27,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,5,2,9,16,657.5,4.418,2.352,9,9,0,853.27,True,False,False
phase1_open,phase1,X8,8,mixed,2,False,5,3,0,8,157.5,4.418,2.341,9,9,1,894.27,True,False,False
phase1_open,phase1,X9,9,mixed,3,True,5,3,1,9,217.5,4.418,2.326,9,9,0,889.27,True,False,False
phase1_open,phase1,X10,10,mixed,3,True,5,3,2,10,277.5,4.418,2.344,9,9,0,884.27,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,5,3,3,11,337.5,4.418,2.349,9,9,0,879.27,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,5,3,4,12,397.5,4.418,2.349,9,9,0,874.27,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,5,3,5,13,457.5,4.418,2.349,9,9,0,869.27,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,5,3,6,14,517.5,4.418,2.349,9,9,0,864.27,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,5,3,7,15,577.5,4.418,2.349,9,9,0,859.27,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,5,3,8,16,637.5,4.418,2.349,9,9,0,854.27,True,False,False
phase1_open,phase1,X9,9,mixed,2,False,5,4,0,9,197.5,4.418,2.354,9,9,0,890.27,True,False,False
phase1_open,phase1,X10,10,mixed,3,True,5,4,1,10,257.5,4.418,2.338,9,9,0,885.27,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,5,4,2,11,317.5,4.418,2.348,9,9,0,880.27,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,5,4,3,12,377.5,4.418,2.348,9,9,0,875.27,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,5,4,4,13,437.5,4.418,2.348,9,9,0,870.27,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,5,4,5,14,497.5,4.418,2.348,9,9,0,865.27,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,5,4,6,15,557.5,4.418,2.348,9,9,0,860.27,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,5,4,7,16,617.5,4.418,2.348,9,9,0,855.27,True,False,False
phase1_open,phase1,X10,10,mixed,2,False,5,5,0,10,237.5,4.418,2.331,9,9,0,886.27,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,5,5,1,11,297.5,4.418,2.346,9,9,0,881.27,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,5,5,2,12,357.5,4.418,2.347,9,9,0,876.27,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,5,5,3,13,417.5,4.418,2.347,9,9,0,871.27,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,5,5,4,14,477.5,4.418,2.347,9,9,0,866.27,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,5,5,5,15,537.5,4.418,2.347,9,9,0,861.27,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,5,5,6,16,597.5,4.418,2.347,9,9,0,856.27,True,False,False
phase1_open,phase1,X11,11,mixed,2,False,5,6,0,11,277.5,4.418,2.341,9,9,0,882.27,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,5,6,1,12,337.5,4.418,2.346,9,9,0,877.27,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,5,6,2,13,397.5,4.418,2.346,9,9,0,872.27,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,5,6,3,14,457.5,4.418,2.346,9,9,0,867.27,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,5,6,4,15,517.5,4.418,2.346,9,9,0,862.27,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,5,6,5,16,577.5,4.418,2.346,9,9,0,857.27,True,False,False
phase1_open,phase1,X12,12,mixed,2,False,5,7,0,12,317.5,4.418,2.346,9,9,0,878.27,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,5,7,1,13,377.5,4.418,2.346,9,9,0,873.27,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,5,7,2,14,437.5,4.418,2.346,9,9,0,868.27,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,5,7,3,15,497.5,4.418,2.346,9,9,0,863.27,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,5,7,4,16,557.5,4.418,2.346,9,9,0,858.27,True,False,False
phase1_open,phase1,X13,13,mixed,2,False,5,8,0,13,357.5,4.418,2.346,9,9,0,874.27,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,5,8,1,14,417.5,4.418,2.346,9,9,0,869.27,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,5,8,2,15,477.5,4.418,2.346,9,9,0,864.27,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,5,8,3,16,537.5,4.418,2.346,9,9,0,859.27,True,False,False
phase1_open,phase1,X14,14,mixed,2,False,5,9,0,14,397.5,4.418,2.346,9,9,0,870.27,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,5,9,1,15,457.5,4.418,2.346,9,9,0,865.27,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,5,9,2,16,517.5,4.418,2.346,9,9,0,860.27,True,False,False
phase1_open,phase1,X15,15,mixed,2,False,5,10,0,15,437.5,4.418,2.346,9,9,0,866.27,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,5,10,1,16,497.5,4.418,2.346,9,9,0,861.27,True,False,False
phase1_open,phase1,X16,16,mixed,2,False,5,11,0,16,477.5,4.418,2.346,9,9,0,862.27,True,False,False
phase1_open,phase1,X6,6,homogeneous_micro,1,False,6,0,0,6,45.0,3.351,2.161,6,9,2,-999999994.0,False,False,False
phase1_open,phase1,X7,7,mixed,2,False,6,0,1,7,105.0,4.463,2.406,8,9,2,-999999992.0,True,False,False
phase1_open,phase1,X8,8,mixed,2,False,6,0,2,8,165.0,4.463,2.435,9,9,1,892.99,True,False,False
phase1_open,phase1,X9,9,mixed,2,False,6,0,3,9,225.0,4.463,2.418,9,9,0,887.99,True,False,False
phase1_open,phase1,X10,10,mixed,2,False,6,0,4,10,285.0,4.463,2.436,9,9,0,882.99,True,False,False
phase1_open,phase1,X11,11,mixed,2,False,6,0,5,11,345.0,4.463,2.439,9,9,0,877.99,True,False,False
phase1_open,phase1,X12,12,mixed,2,False,6,0,6,12,405.0,4.463,2.439,9,9,0,872.99,True,False,False
phase1_open,phase1,X13,13,mixed,2,False,6,0,7,13,465.0,4.463,2.439,9,9,0,867.99,True,False,False
phase1_open,phase1,X14,14,mixed,2,False,6,0,8,14,525.0,4.463,2.439,9,9,0,862.99,True,False,False
phase1_open,phase1,X15,15,mixed,2,False,6,0,9,15,585.0,4.463,2.439,9,9,0,857.99,True,False,False
phase1_open,phase1,X16,16,mixed,2,False,6,0,10,16,645.0,4.463,2.439,9,9,0,852.99,True,False,False
phase1_open,phase1,X7,7,mixed,2,False,6,1,0,7,85.0,4.362,2.269,6,9,2,-999999994.0,True,False,False
phase1_open,phase1,X8,8,mixed,3,True,6,1,1,8,145.0,4.382,2.358,8,9,2,-999999992.0,True,False,False
phase1_open,phase1,X9,9,mixed,3,True,6,1,2,9,205.0,4.382,2.364,9,9,0,890.61,True,False,False
phase1_open,phase1,X10,10,mixed,3,True,6,1,3,10,265.0,4.382,2.366,9,9,0,885.61,True,False,False
phase1_open,phase1,X11,11,mixed,3,True,6,1,4,11,325.0,4.382,2.373,9,9,0,880.61,True,False,False
phase1_open,phase1,X12,12,mixed,3,True,6,1,5,12,385.0,4.382,2.373,9,9,0,875.61,True,False,False
phase1_open,phase1,X13,13,mixed,3,True,6,1,6,13,445.0,4.382,2.373,9,9,0,870.61,True,False,False
phase1_open,phase1,X14,14,mixed,3,True,6,1,7,14,505.0,4.382,2.373,9,9,0,865.61,True,False,False
phase1_open,phase1,X15,15,mixed,3,True,6,1,8,15,565.0,4.382,2.373,9,9,0,860.61,True,False,False
phase1_open,phase1,X16,16,mixed,3,True,6,1,9,16,625.0,4.382,2.373,9,9,0,855.61,True,False,False
phase1_open,phase1,X8,8,mixed,2,False,6,2,0,8,125.0,4.38,2.304,8,9,2,-999999992.0,True,False,False
phase1_open,phase1,X9,9,mixed,3,True,6,2,1,9,185.0,4.38,2.341,9,9,0,891.66,True,False,False
phase1_open,phase1,X10,10,mixed,3,True,6,2,2,10,245.0,4.38,2.326,9,9,0,886.66,True,False,False
